#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Thomas_Beecham	music/orchestra,0.38866396761133604	family,0.145748987854251	literature,0.09716599190283401	generic,0.0931174089068826	royalty,0.06882591093117409	film,0.05263157894736842	politics/art,0.048582995951417005	music/rock,0.044534412955465584	empire/religion,0.032388663967611336	war/ancient,0.02834008097165992
Thomas_Blamey	war/ancient,0.5975609756097561	generic,0.10670731707317073	film,0.06402439024390244	politics/art,0.057926829268292686	royalty,0.036585365853658534	literature,0.03353658536585366	family,0.03048780487804878	music/orchestra,0.03048780487804878	music/rock,0.021341463414634148	empire/religion,0.021341463414634148
Thomas_Cranmer	royalty,0.40963855421686746	generic,0.20481927710843373	empire/religion,0.13253012048192772	family,0.09337349397590361	film,0.03313253012048193	music/orchestra,0.03313253012048193	war/ancient,0.02710843373493976	music/rock,0.024096385542168676	politics/art,0.02108433734939759	literature,0.02108433734939759
Thomas_Crean	war/ancient,0.5097613882863341	generic,0.20824295010845986	family,0.10629067245119306	film,0.04121475054229935	literature,0.0368763557483731	music/orchestra,0.02386117136659436	music/rock,0.021691973969631236	royalty,0.019522776572668113	empire/religion,0.01735357917570499	politics/art,0.015184381778741865
Thomas_Percy_(conspirador)	royalty,0.3308550185873606	generic,0.1970260223048327	family,0.10037174721189591	empire/religion,0.09293680297397769	politics/art,0.08178438661710037	war/ancient,0.05947955390334572	literature,0.05204460966542751	music/rock,0.03345724907063197	film,0.02973977695167286	music/orchestra,0.022304832713754646
Thomas_R._Marshall	politics/art,0.19047619047619047	film,0.13095238095238096	war/ancient,0.11904761904761904	royalty,0.10714285714285714	literature,0.09523809523809523	family,0.08333333333333333	music/rock,0.08333333333333333	empire/religion,0.07142857142857142	generic,0.05952380952380952	music/orchestra,0.05952380952380952
Tim_Duncan	film,0.6990595611285266	generic,0.13897596656217345	family,0.04597701149425287	politics/art,0.02612330198537095	war/ancient,0.0219435736677116	empire/religion,0.01671891327063741	music/rock,0.014629049111807733	literature,0.014629049111807733	music/orchestra,0.011494252873563218	royalty,0.01044932079414838
Tiridates_I_de_Armenia	empire/religion,0.4838516746411483	generic,0.2661483253588517	family,0.07775119617224881	war/ancient,0.07535885167464115	royalty,0.030502392344497607	music/orchestra,0.02033492822966507	politics/art,0.01555023923444976	literature,0.011363636363636364	film,0.009569377990430622	music/rock,0.009569377990430622
Tom_Pryce	film,0.45018450184501846	generic,0.1900369003690037	family,0.14391143911439114	royalty,0.05166051660516605	literature,0.03505535055350553	war/ancient,0.033210332103321034	music/rock,0.02952029520295203	music/orchestra,0.025830258302583026	politics/art,0.023985239852398525	empire/religion,0.016605166051660517
Tomás_el_Eslavo	empire/religion,0.5878202747864835	generic,0.1804678796880802	war/ancient,0.11325659116227256	family,0.05087263275157817	royalty,0.02005198663200891	politics/art,0.016338655774229483	music/rock,0.008911994058670627	music/orchestra,0.007797994801336799	film,0.007426661715558856	literature,0.007055328629780914
Tool	music/rock,0.642204827136334	generic,0.20221787345075015	family,0.05218525766470972	politics/art,0.02609262883235486	film,0.02054794520547945	literature,0.018917155903457272	music/orchestra,0.015655577299412915	empire/religion,0.010437051532941943	war/ancient,0.006196999347684279	royalty,0.005544683626875407
Tōru_Takemitsu	music/orchestra,0.41333333333333333	generic,0.21222222222222223	family,0.09666666666666666	music/rock,0.07666666666666666	literature,0.05555555555555555	film,0.05333333333333334	politics/art,0.03666666666666667	war/ancient,0.02666666666666667	empire/religion,0.015555555555555555	royalty,0.013333333333333334
Trasíbulo	war/ancient,0.5411140583554377	generic,0.29708222811671087	empire/religion,0.07758620689655173	family,0.03116710875331565	royalty,0.013262599469496022	politics/art,0.009946949602122016	film,0.009946949602122016	literature,0.008620689655172414	music/rock,0.006631299734748011	music/orchestra,0.004641909814323607
U2	music/rock,0.6518315645326943	generic,0.12701129750085588	film,0.06196508045190004	family,0.04655939746662102	literature,0.04279356384799726	politics/art,0.024306744265662445	music/orchestra,0.020540910647038686	royalty,0.014720985963711058	war/ancient,0.005819924683327628	empire/religion,0.004450530640191715
Ulrico_Zuinglio	empire/religion,0.32459312839059673	generic,0.2911392405063291	family,0.09312839059674503	literature,0.08860759493670886	royalty,0.051537070524412296	music/orchestra,0.05063291139240506	politics/art,0.04972875226039783	war/ancient,0.026220614828209764	film,0.017179023508137433	music/rock,0.007233273056057866
Uncle_Tupelo	music/rock,0.6503461918892186	generic,0.1815034619188922	family,0.04747774480712166	film,0.03165182987141444	literature,0.02324431256181998	music/orchestra,0.021760633036597428	politics/art,0.01730959446092977	royalty,0.014342235410484669	war/ancient,0.00741839762611276	empire/religion,0.004945598417408506
Victoria_de_Hesse-Darmstadt	royalty,0.5071633237822349	generic,0.18624641833810887	family,0.17765042979942694	war/ancient,0.0494269340974212	music/orchestra,0.02363896848137536	empire/religion,0.013610315186246419	literature,0.013610315186246419	politics/art,0.011461318051575931	film,0.011461318051575931	music/rock,0.0057306590257879654
Vidkun_Quisling	war/ancient,0.41500474833808165	generic,0.3792972459639126	family,0.07825261158594492	royalty,0.05090218423551757	music/orchestra,0.022032288698955366	literature,0.020892687559354226	empire/religion,0.011965811965811967	politics/art,0.009876543209876543	film,0.009116809116809116	music/rock,0.0026590693257359924
Virginia_Eliza_Clemm	family,0.6020080321285141	generic,0.22088353413654618	literature,0.08714859437751005	royalty,0.02289156626506024	film,0.01606425702811245	politics/art,0.01566265060240964	music/orchestra,0.012048192771084338	music/rock,0.00963855421686747	war/ancient,0.007228915662650603	empire/religion,0.00642570281124498
Vivien_Leigh	film,0.36694677871148457	generic,0.21008403361344538	literature,0.13025210084033614	family,0.12184873949579832	royalty,0.04481792717086835	music/orchestra,0.04061624649859944	politics/art,0.03221288515406162	music/rock,0.028011204481792718	empire/religion,0.018207282913165267	war/ancient,0.0070028011204481795
Vladislao_II_de_Polonia	empire/religion,0.4637372013651877	generic,0.2167235494880546	war/ancient,0.13523890784982937	royalty,0.11988054607508532	family,0.03284982935153584	music/orchestra,0.011092150170648464	politics/art,0.007252559726962458	music/rock,0.005972696245733789	film,0.00469283276450512	literature,0.002559726962457338
W._S._Gilbert	literature,0.3892153473902523	generic,0.23021085378499828	music/orchestra,0.1202903560318009	family,0.09402004839267197	film,0.07639128931904597	politics/art,0.021776702385067404	music/rock,0.021776702385067404	royalty,0.021776702385067404	war/ancient,0.018665744901486345	empire/religion,0.005876253024541998
Wail_al-Shehri	war/ancient,0.433042212518195	family,0.20160116448326054	generic,0.16666666666666666	politics/art,0.05822416302765648	film,0.05021834061135371	royalty,0.024745269286754003	music/rock,0.022561863173216887	music/orchestra,0.017467248908296942	literature,0.015283842794759825	empire/religion,0.010189228529839884
Wallis_Simpson	royalty,0.4010821778829895	generic,0.2221846466012851	family,0.181264795400744	literature,0.050050727088265135	film,0.049374365911396684	war/ancient,0.045316198850186	politics/art,0.02434900236726412	music/rock,0.009807237064592493	empire/religion,0.009469056476158269	music/orchestra,0.007101792357118702
Walter_Bache	music/orchestra,0.5607517482517482	generic,0.26005244755244755	family,0.08304195804195805	literature,0.02972027972027972	music/rock,0.021853146853146852	royalty,0.016608391608391608	war/ancient,0.010052447552447552	politics/art,0.008741258741258742	film,0.004807692307692308	empire/religion,0.004370629370629371
Walter_de_Coventre	generic,0.21761658031088082	empire/religion,0.20725388601036268	royalty,0.14507772020725387	family,0.10880829015544041	music/orchestra,0.07772020725388601	politics/art,0.07253886010362694	film,0.05181347150259067	war/ancient,0.04145077720207254	literature,0.04145077720207254	music/rock,0.03626943005181347
Walther_Model	war/ancient,0.6207951070336392	generic,0.16972477064220184	politics/art,0.0382262996941896	music/orchestra,0.03669724770642202	music/rock,0.03363914373088685	royalty,0.0290519877675841	family,0.027522935779816515	empire/religion,0.016819571865443424	film,0.01529051987767584	literature,0.012232415902140673
Wayne_Gretzky	film,0.6342250922509225	generic,0.17619926199261993	family,0.06457564575645756	music/rock,0.042435424354243544	politics/art,0.0253690036900369	war/ancient,0.017527675276752766	literature,0.016605166051660517	royalty,0.011992619926199263	music/orchestra,0.006457564575645757	empire/religion,0.004612546125461255
Werner_Mölders	war/ancient,0.5304606240713224	generic,0.150074294205052	family,0.07578008915304606	politics/art,0.07578008915304606	royalty,0.04457652303120357	film,0.03566121842496285	music/orchestra,0.02674591381872214	literature,0.0237741456166419	music/rock,0.019316493313521546	empire/religion,0.017830609212481426
Wesley_Clark	war/ancient,0.34980988593155893	politics/art,0.14068441064638784	generic,0.09125475285171103	film,0.08745247148288973	empire/religion,0.06844106463878327	family,0.06463878326996197	music/rock,0.06463878326996197	royalty,0.06463878326996197	literature,0.04182509505703422	music/orchestra,0.026615969581749048
Wiglaf_de_Mercia	empire/religion,0.6567768037761295	generic,0.22589345920431558	family,0.041807147673634526	royalty,0.018880647336480108	film,0.015509103169251517	literature,0.012137559002022926	politics/art,0.008766014834794335	music/rock,0.007417397167902899	music/orchestra,0.006743088334457181	war/ancient,0.006068779501011463
Wihtred_de_Kent	empire/religion,0.6584317937701396	generic,0.21052631578947367	family,0.036519871106337275	royalty,0.023630504833512353	literature,0.01611170784103115	war/ancient,0.015037593984962405	politics/art,0.011815252416756176	music/orchestra,0.010741138560687433	music/rock,0.010741138560687433	film,0.00644468313641246
Wilco	music/rock,0.6958733747880158	generic,0.17015262860373093	family,0.03815715093273036	literature,0.02798191068400226	film,0.023176936122102882	politics/art,0.01639344262295082	music/orchestra,0.010740531373657434	war/ancient,0.00819672131147541	empire/religion,0.007348784624081402	royalty,0.001978518937252685
William_Bruce	royalty,0.36696696696696696	generic,0.1981981981981982	family,0.13093093093093094	politics/art,0.12732732732732732	war/ancient,0.05885885885885886	empire/religion,0.036036036036036036	music/orchestra,0.03123123123123123	literature,0.02762762762762763	film,0.012012012012012012	music/rock,0.010810810810810811
William_Burges	royalty,0.2018348623853211	politics/art,0.1559633027522936	literature,0.12844036697247707	film,0.09174311926605505	music/orchestra,0.08256880733944955	music/rock,0.08256880733944955	generic,0.07339449541284404	family,0.06422018348623854	war/ancient,0.06422018348623854	empire/religion,0.05504587155963303
William_Butler_Yeats	literature,0.39166666666666666	generic,0.13541666666666666	family,0.13020833333333334	music/orchestra,0.096875	politics/art,0.06875	royalty,0.058333333333333334	music/rock,0.040625	film,0.034375	war/ancient,0.022916666666666665	empire/religion,0.020833333333333332
William_Gibson	film,0.1956521739130435	literature,0.15217391304347827	music/rock,0.13768115942028986	family,0.09420289855072464	generic,0.08695652173913043	politics/art,0.07971014492753623	music/orchestra,0.07971014492753623	royalty,0.07971014492753623	war/ancient,0.057971014492753624	empire/religion,0.036231884057971016
William_Goebel	war/ancient,0.34855027760641577	generic,0.30475015422578655	family,0.1295496607032696	politics/art,0.08081431215299198	royalty,0.061690314620604564	film,0.025293028994447873	empire/religion,0.022208513263417645	music/rock,0.012338062924120914	literature,0.00863664404688464	music/orchestra,0.006169031462060457
William_Hanna	film,0.5091210613598673	generic,0.2249861802100608	literature,0.06965174129353234	family,0.05472636815920398	music/rock,0.04975124378109453	politics/art,0.038695411829740185	music/orchestra,0.022664455500276397	war/ancient,0.013266998341625208	empire/religion,0.009950248756218905	royalty,0.007186290768380321
William_Henry_Harrison	politics/art,0.31722054380664655	generic,0.15709969788519637	war/ancient,0.14803625377643503	family,0.12386706948640483	royalty,0.08459214501510574	film,0.06042296072507553	literature,0.03625377643504532	empire/religion,0.027190332326283987	music/rock,0.02416918429003021	music/orchestra,0.021148036253776436
William_Longchamp	royalty,0.32558139534883723	generic,0.23255813953488372	empire/religion,0.1511627906976744	family,0.08139534883720931	war/ancient,0.050387596899224806	politics/art,0.04263565891472868	music/orchestra,0.031007751937984496	music/rock,0.031007751937984496	literature,0.031007751937984496	film,0.023255813953488372
William_McGregor	film,0.31446540880503143	generic,0.29874213836477986	literature,0.11949685534591195	royalty,0.06289308176100629	family,0.05660377358490566	politics/art,0.03459119496855346	empire/religion,0.03459119496855346	war/ancient,0.031446540880503145	music/rock,0.025157232704402517	music/orchestra,0.0220125786163522
William_McKinley	generic,0.2994011976047904	politics/art,0.2904191616766467	war/ancient,0.15768463073852296	family,0.10878243512974052	film,0.04091816367265469	royalty,0.028942115768463075	music/orchestra,0.020958083832335328	empire/religion,0.020958083832335328	music/rock,0.015968063872255488	literature,0.015968063872255488
William_Speirs_Bruce	war/ancient,0.4045722202978871	generic,0.2812608243851749	family,0.09871839279528923	royalty,0.07724281260824385	literature,0.07239348804987877	politics/art,0.02009005888465535	film,0.018704537582265326	empire/religion,0.012816072047107724	music/orchestra,0.009005888465535157	music/rock,0.005195704883962591
William_T._Anderson	war/ancient,0.31785714285714284	family,0.18571428571428572	generic,0.14285714285714285	politics/art,0.06785714285714285	empire/religion,0.06428571428571428	music/rock,0.060714285714285714	royalty,0.05357142857142857	literature,0.05	film,0.03214285714285714	music/orchestra,0.025
William_Walton	music/orchestra,0.5096153846153846	generic,0.18509615384615385	family,0.0733173076923077	literature,0.06370192307692307	music/rock,0.03485576923076923	royalty,0.03485576923076923	film,0.03365384615384615	politics/art,0.026442307692307692	war/ancient,0.02283653846153846	empire/religion,0.015625
William_Wilberforce	literature,0.26501766784452296	generic,0.18021201413427562	royalty,0.16607773851590105	politics/art,0.0812720848056537	war/ancient,0.0812720848056537	empire/religion,0.06713780918727916	film,0.04946996466431095	family,0.045936395759717315	music/rock,0.0353356890459364	music/orchestra,0.028268551236749116
Witold_Lutosławski	music/orchestra,0.4686011260285838	generic,0.267215244694673	war/ancient,0.07189259419662192	family,0.06323083585967952	politics/art,0.03984408834993504	music/rock,0.02252057167605024	royalty,0.019055868341273277	literature,0.01862278042442616	empire/religion,0.015158077089649198	film,0.013858813339107838
Witold_Pilecki	war/ancient,0.6086235489220564	generic,0.19237147595356552	family,0.06633499170812604	royalty,0.03648424543946932	politics/art,0.02321724709784411	music/orchestra,0.01990049751243781	empire/religion,0.017412935323383085	film,0.013266998341625208	literature,0.013266998341625208	music/rock,0.00912106135986733
Woodes_Rogers	war/ancient,0.20261437908496732	generic,0.12418300653594772	family,0.11764705882352941	film,0.11764705882352941	politics/art,0.09803921568627451	royalty,0.0915032679738562	empire/religion,0.08496732026143791	literature,0.0718954248366013	music/rock,0.05228758169934641	music/orchestra,0.0392156862745098
Wulfhere_de_Mercia	empire/religion,0.7347847600197922	generic,0.15883226125680355	family,0.047996041563582385	royalty,0.022761009401286492	music/rock,0.010885700148441365	war/ancient,0.0054428500742206825	literature,0.0054428500742206825	film,0.004948045522018802	politics/art,0.004453240969816922	music/orchestra,0.004453240969816922
Yagan	family,0.4287754373438058	generic,0.2652624062834702	war/ancient,0.09532309889325241	film,0.0417707961442342	literature,0.039985719385933594	empire/religion,0.034273473759371655	royalty,0.03355944305605141	politics/art,0.026419136022848982	music/rock,0.017493752231345947	music/orchestra,0.017136736879685827
Zelda_Fitzgerald	family,0.1956521739130435	film,0.13768115942028986	literature,0.12318840579710146	royalty,0.10869565217391304	generic,0.10144927536231885	politics/art,0.07971014492753623	music/rock,0.07971014492753623	music/orchestra,0.06521739130434782	war/ancient,0.057971014492753624	empire/religion,0.050724637681159424
