#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Ramón_Emeterio_Betances	politics,0.274025974025974	military,0.2383116883116883	literature,0.21493506493506492	art,0.17727272727272728	royalty,0.02922077922077922	orchestra,0.016883116883116882	royalty/religion,0.015584415584415584	music,0.013636363636363636	sports,0.012987012987012988	film/tv,0.007142857142857143
Ray_Emery	sports,0.543859649122807	military,0.0935672514619883	film/tv,0.06432748538011696	royalty/religion,0.05263157894736842	politics,0.05263157894736842	music,0.05263157894736842	royalty,0.04093567251461988	literature,0.03508771929824561	orchestra,0.03508771929824561	art,0.029239766081871343
Rebecca_Clarke	orchestra,0.44776119402985076	literature,0.2512437810945274	music,0.08043117744610281	military,0.05887230514096186	politics,0.04145936981757877	film/tv,0.03980099502487562	sports,0.028192371475953566	royalty/religion,0.019071310116086235	art,0.017412935323383085	royalty,0.015754560530679935
Reese_Witherspoon	film/tv,0.6295871559633027	music,0.15481651376146788	sports,0.040137614678899085	literature,0.040137614678899085	military,0.03555045871559633	politics,0.034403669724770644	orchestra,0.027522935779816515	art,0.014908256880733946	royalty,0.014908256880733946	royalty/religion,0.008027522935779817
Rhys_ap_Gruffydd	royalty/religion,0.5280373831775701	military,0.1261682242990654	royalty,0.06542056074766354	film/tv,0.06074766355140187	sports,0.056074766355140186	literature,0.037383177570093455	orchestra,0.037383177570093455	politics,0.037383177570093455	music,0.028037383177570093	art,0.02336448598130841
Richard_Gavin_Reid	royalty,0.15789473684210525	sports,0.13157894736842105	art,0.13157894736842105	film/tv,0.09210526315789473	literature,0.09210526315789473	orchestra,0.09210526315789473	politics,0.09210526315789473	military,0.07894736842105263	royalty/religion,0.06578947368421052	music,0.06578947368421052
Richard_Hakluyt	orchestra,0.3816793893129771	literature,0.17557251908396945	royalty,0.09432933478735006	music,0.08778625954198473	royalty/religion,0.0757906215921483	film/tv,0.07142857142857142	art,0.04689203925845147	military,0.04362050163576881	politics,0.012540894220283533	sports,0.010359869138495093
Richard_Hawes	politics,0.2361111111111111	film/tv,0.1111111111111111	orchestra,0.1111111111111111	music,0.09722222222222222	literature,0.08333333333333333	military,0.08333333333333333	royalty/religion,0.06944444444444445	sports,0.06944444444444445	art,0.06944444444444445	royalty,0.06944444444444445
Richard_II_d'Angleterre	military,0.45415831663326656	royalty,0.2725450901803607	royalty/religion,0.12449899799599198	literature,0.08567134268537074	art,0.01603206412825651	politics,0.011773547094188376	music,0.011773547094188376	sports,0.008517034068136272	film/tv,0.008266533066132264	orchestra,0.006763527054108216
Richard_Williams_(officier_australien)	politics,0.5160680529300568	military,0.19722747321991177	literature,0.07120352867044738	orchestra,0.06490233144297416	sports,0.04914933837429111	film/tv,0.0315059861373661	music,0.027725267800882167	royalty,0.024574669187145556	art,0.013232514177693762	royalty/religion,0.004410838059231254
Robert_Catesby	royalty,0.26785714285714285	military,0.16964285714285715	literature,0.15178571428571427	film/tv,0.07142857142857142	art,0.07142857142857142	royalty/religion,0.0625	sports,0.05357142857142857	orchestra,0.05357142857142857	music,0.05357142857142857	politics,0.044642857142857144
Robert_de_Jumièges	royalty/religion,0.5743589743589743	military,0.13128205128205128	literature,0.09846153846153846	royalty,0.07282051282051281	politics,0.04205128205128205	sports,0.022564102564102566	art,0.018461538461538463	film/tv,0.017435897435897435	music,0.012307692307692308	orchestra,0.010256410256410256
Robert_Falcon_Scott	orchestra,0.4112850619699935	military,0.26614481409001955	literature,0.182648401826484	royalty,0.03359425962165688	sports,0.031637312459230266	politics,0.02968036529680365	music,0.020221787345075015	film/tv,0.0091324200913242	art,0.008153946510110893	royalty/religion,0.007501630789302022
Robert_Peake_le_Vieux	royalty,0.19333333333333333	art,0.15333333333333332	military,0.12	literature,0.11333333333333333	royalty/religion,0.10666666666666667	film/tv,0.08	orchestra,0.06666666666666667	politics,0.06	sports,0.05333333333333334	music,0.05333333333333334
Roderic_Dallas	sports,0.19718309859154928	politics,0.1267605633802817	royalty,0.11267605633802817	military,0.09859154929577464	royalty/religion,0.08450704225352113	literature,0.08450704225352113	music,0.08450704225352113	film/tv,0.07042253521126761	art,0.07042253521126761	orchestra,0.07042253521126761
Roger_Waters	music,0.6026645768025078	military,0.12304075235109718	literature,0.0932601880877743	film/tv,0.05721003134796238	sports,0.03605015673981191	art,0.02821316614420063	orchestra,0.02115987460815047	politics,0.016457680250783698	royalty/religion,0.014890282131661442	royalty,0.007053291536050157
Rogers_Hornsby	sports,0.5664739884393064	royalty/religion,0.08670520231213873	film/tv,0.06936416184971098	politics,0.046242774566473986	military,0.046242774566473986	art,0.04046242774566474	royalty,0.04046242774566474	literature,0.03468208092485549	orchestra,0.03468208092485549	music,0.03468208092485549
Roman_Vishniac	art,0.3862464183381089	literature,0.3002865329512894	military,0.16332378223495703	politics,0.03151862464183381	music,0.03151862464183381	film/tv,0.030945558739255013	sports,0.02177650429799427	orchestra,0.018911174785100286	royalty,0.009169054441260744	royalty/religion,0.006303724928366762
Ronald_Niel_Stuart	politics,0.23958333333333334	royalty,0.16666666666666666	orchestra,0.10416666666666667	royalty/religion,0.08333333333333333	sports,0.08333333333333333	art,0.07291666666666667	military,0.07291666666666667	film/tv,0.0625	literature,0.0625	music,0.052083333333333336
Roy_Kilner	sports,0.17647058823529413	literature,0.11764705882352941	royalty/religion,0.10294117647058823	music,0.10294117647058823	film/tv,0.08823529411764706	orchestra,0.08823529411764706	royalty,0.08823529411764706	politics,0.08823529411764706	art,0.07352941176470588	military,0.07352941176470588
Roy_Welensky	politics,0.47183098591549294	military,0.11971830985915492	sports,0.09154929577464789	orchestra,0.08450704225352113	royalty,0.06338028169014084	film/tv,0.046948356807511735	royalty/religion,0.03990610328638498	art,0.03755868544600939	literature,0.023474178403755867	music,0.02112676056338028
Ruby_Laffoon	politics,0.1746031746031746	royalty,0.1111111111111111	film/tv,0.09523809523809523	sports,0.09523809523809523	literature,0.09523809523809523	military,0.09523809523809523	music,0.09523809523809523	royalty/religion,0.07936507936507936	art,0.07936507936507936	orchestra,0.07936507936507936
Rudolf_Caracciola	film/tv,0.4362315209220747	military,0.23728388874968678	sports,0.16161363066900525	literature,0.057880230518667	art,0.03908794788273615	politics,0.027311450764219494	royalty,0.01804059133049361	orchestra,0.014282134803307442	music,0.00476071160110248	royalty/religion,0.003507892758707091
Rudolf_Vrba	art,0.36976942783945344	military,0.27156276686592656	politics,0.10845431255337319	literature,0.09393680614859094	royalty/religion,0.035866780529461996	sports,0.033304867634500426	royalty,0.028181041844577284	orchestra,0.027327070879590094	film/tv,0.025619128949615714	music,0.005977796754910333
Rudolf_Wolters	art,0.25961538461538464	military,0.125	literature,0.11538461538461539	orchestra,0.08653846153846154	politics,0.08653846153846154	royalty,0.07692307692307693	film/tv,0.0673076923076923	sports,0.0673076923076923	royalty/religion,0.057692307692307696	music,0.057692307692307696
Rudolph_Cartier	film/tv,0.3885350318471338	art,0.11464968152866242	music,0.08917197452229299	sports,0.07006369426751592	orchestra,0.07006369426751592	royalty,0.07006369426751592	literature,0.05732484076433121	military,0.05732484076433121	royalty/religion,0.044585987261146494	politics,0.03821656050955414
Rufus_Griswold	literature,0.4798549556809025	film/tv,0.23086220789685738	military,0.1200644641418211	royalty,0.04915390813859791	politics,0.038275584206285254	music,0.023368251410153102	art,0.021756647864625302	sports,0.016116035455278	royalty/religion,0.011281224818694601	orchestra,0.009266720386784852
Rush_(groupe)	music,0.6985431453119163	literature,0.13111692192753083	military,0.07022786701531565	sports,0.02577512140455734	film/tv,0.016062756817332834	art,0.014568546880836758	orchestra,0.01270078446021666	royalty/religion,0.011580127007844603	politics,0.011580127007844603	royalty,0.007844602166604408
Russell_T_Davies	film/tv,0.3593073593073593	literature,0.14285714285714285	music,0.14285714285714285	sports,0.08225108225108226	orchestra,0.0735930735930736	politics,0.06493506493506493	art,0.047619047619047616	royalty,0.03896103896103896	royalty/religion,0.025974025974025976	military,0.021645021645021644
Rutherford_Birchard_Hayes	politics,0.6500257334019557	military,0.21178589809572826	literature,0.08054554812146165	film/tv,0.014410705095213588	royalty,0.011322696860524962	sports,0.00977869274318065	music,0.008492022645393721	royalty/religion,0.005661348430262481	art,0.004374678332475553	orchestra,0.003602676273803397
S.H.E	music,0.5329545454545455	literature,0.18409090909090908	film/tv,0.10113636363636364	art,0.045454545454545456	orchestra,0.0375	sports,0.031818181818181815	politics,0.019318181818181818	royalty,0.017045454545454544	royalty/religion,0.015909090909090907	military,0.014772727272727272
Sabri_al_Banna	politics,0.1792452830188679	royalty/religion,0.14150943396226415	military,0.14150943396226415	art,0.09433962264150944	film/tv,0.08490566037735849	royalty,0.08490566037735849	sports,0.07547169811320754	literature,0.07547169811320754	music,0.07547169811320754	orchestra,0.04716981132075472
Sadruddin_Aga_Khan	film/tv,0.1717171717171717	royalty,0.1414141414141414	orchestra,0.13131313131313133	royalty/religion,0.1111111111111111	music,0.10101010101010101	politics,0.09090909090909091	literature,0.0707070707070707	military,0.0707070707070707	art,0.06060606060606061	sports,0.050505050505050504
Samantha_Smith	literature,0.2991596638655462	politics,0.29831932773109243	military,0.18403361344537816	art,0.06722689075630252	film/tv,0.03613445378151261	sports,0.02689075630252101	royalty,0.026050420168067228	orchestra,0.025210084033613446	music,0.025210084033613446	royalty/religion,0.011764705882352941
Samuel_Johnson	literature,0.6954912516823688	military,0.12230820995962315	royalty,0.04020861372812921	film/tv,0.034825033647375506	music,0.025403768506056527	art,0.020020188425302825	politics,0.017833109017496636	royalty/religion,0.01648721399730821	orchestra,0.01547779273216689	sports,0.011944818304172275
Sandra_Morgan	sports,0.632842757552285	military,0.11309062742060419	literature,0.10689388071262587	film/tv,0.038729666924864445	politics,0.03640588690937258	music,0.023237800154918668	royalty,0.016266460108443067	royalty/religion,0.012393493415956624	orchestra,0.011618900077459334	art,0.008520526723470178
Sandy_Koufax	sports,0.3936651583710407	film/tv,0.14479638009049775	military,0.11764705882352941	literature,0.09049773755656108	music,0.05429864253393665	orchestra,0.049773755656108594	royalty/religion,0.04524886877828054	royalty,0.03619909502262444	politics,0.03619909502262444	art,0.03167420814479638
Sarah_Churchill	royalty,0.49169329073482426	military,0.26485623003194886	literature,0.18242811501597445	film/tv,0.01757188498402556	royalty/religion,0.008626198083067093	music,0.008306709265175719	art,0.007987220447284345	sports,0.007028753993610224	orchestra,0.006389776357827476	politics,0.005111821086261981
Sarah_Trimmer	literature,0.7456732179524788	military,0.11117629803461426	royalty,0.03696098562628337	film/tv,0.02552068055148137	music,0.02200058668231153	art,0.021707245526547375	politics,0.012907010853622763	royalty/religion,0.009093575828688765	orchestra,0.007626870049867997	sports,0.007333528894103843
Sasha_(disc_jockey)	music,0.49230769230769234	film/tv,0.07692307692307693	sports,0.07692307692307693	royalty,0.07692307692307693	art,0.06666666666666667	royalty/religion,0.05641025641025641	orchestra,0.05128205128205128	politics,0.035897435897435895	military,0.035897435897435895	literature,0.03076923076923077
Satyajit_Ray	film/tv,0.41122035858877964	literature,0.2732793522267207	military,0.15529207634470793	art,0.06622325043377675	orchestra,0.029207634470792367	music,0.0205320994794679	sports,0.015326778484673221	royalty,0.013591671486408328	politics,0.008675534991324466	royalty/religion,0.006651243493348756
Sebastian_Shaw_(acteur)	film/tv,0.23711340206185566	music,0.18556701030927836	royalty/religion,0.09278350515463918	art,0.09278350515463918	orchestra,0.08247422680412371	royalty,0.07216494845360824	military,0.07216494845360824	literature,0.061855670103092786	sports,0.05154639175257732	politics,0.05154639175257732
Selena	music,0.3738738738738739	film/tv,0.12762762762762764	literature,0.12312312312312312	military,0.08258258258258258	art,0.07507507507507508	politics,0.07207207207207207	sports,0.052552552552552555	royalty,0.04054054054054054	orchestra,0.03453453453453453	royalty/religion,0.018018018018018018
Sex_Pistols	music,0.6031899468342194	literature,0.1430642822619623	military,0.10778153697438377	film/tv,0.05268245529241179	royalty,0.02513291445142581	royalty/religion,0.021749637506041565	sports,0.016433059449009184	art,0.011599806669888834	orchestra,0.01014983083615273	politics,0.008216529724504592
Shelton_Benjamin	sports,0.7146321746160065	music,0.11802748585286985	film/tv,0.03799514955537591	military,0.028294260307194827	literature,0.025869037995149554	politics,0.021018593371059015	royalty,0.018593371059013743	orchestra,0.0137429264349232	royalty/religion,0.012126111560226353	art,0.009700889248181084
Shen_Kuo	art,0.43730569948186526	literature,0.24481865284974094	military,0.20854922279792745	orchestra,0.034974093264248704	royalty/religion,0.021502590673575128	politics,0.02098445595854922	music,0.009585492227979275	film/tv,0.008808290155440414	royalty,0.007512953367875648	sports,0.005958549222797927
Sid_Barnes	sports,0.3269230769230769	literature,0.11538461538461539	orchestra,0.07692307692307693	royalty,0.07692307692307693	military,0.07692307692307693	music,0.07692307692307693	film/tv,0.0673076923076923	art,0.0673076923076923	politics,0.0673076923076923	royalty/religion,0.04807692307692308
Sigi_Schmid	sports,0.5423728813559322	politics,0.1016949152542373	music,0.05649717514124294	literature,0.05084745762711865	royalty,0.05084745762711865	military,0.05084745762711865	art,0.04519774011299435	orchestra,0.03954802259887006	royalty/religion,0.03389830508474576	film/tv,0.02824858757062147
Silverchair	music,0.6086956521739131	literature,0.0802675585284281	sports,0.07692307692307693	film/tv,0.056856187290969896	art,0.043478260869565216	military,0.043478260869565216	royalty,0.026755852842809364	orchestra,0.023411371237458192	politics,0.023411371237458192	royalty/religion,0.016722408026755852
Siméon_Ier_de_Bulgarie	military,0.7109227871939736	royalty/religion,0.10781544256120527	literature,0.064030131826742	royalty,0.04990583804143126	art,0.01647834274952919	politics,0.014595103578154425	orchestra,0.012711864406779662	film/tv,0.009887005649717515	music,0.007532956685499058	sports,0.006120527306967985
Simon_Bolivar_Buckner,_Sr.	politics,0.46984126984126984	military,0.2634920634920635	music,0.06031746031746032	literature,0.050793650793650794	sports,0.0380952380952381	film/tv,0.025396825396825397	orchestra,0.025396825396825397	royalty/religion,0.022222222222222223	art,0.022222222222222223	royalty,0.022222222222222223
Siward_de_Northumbrie	royalty/religion,0.33858267716535434	royalty,0.14960629921259844	military,0.13385826771653545	literature,0.06299212598425197	politics,0.06299212598425197	film/tv,0.05511811023622047	orchestra,0.05511811023622047	sports,0.047244094488188976	art,0.047244094488188976	music,0.047244094488188976
Slayer	music,0.6591478696741855	literature,0.12581453634085213	military,0.12130325814536341	sports,0.026566416040100252	politics,0.020050125313283207	art,0.017543859649122806	film/tv,0.009523809523809525	royalty/religion,0.008521303258145364	orchestra,0.006015037593984963	royalty,0.005513784461152882
Soliman_le_Magnifique	military,0.6270413976452716	literature,0.09608811241929358	royalty,0.08279529054310672	politics,0.06038739080896316	royalty/religion,0.04633497911127991	art,0.043676414736042536	orchestra,0.01633118116217243	film/tv,0.012913026965438662	sports,0.007975693125712115	music,0.006456513482719331
Solomon_P._Sharp	politics,0.19736842105263158	royalty,0.11842105263157894	military,0.11842105263157894	film/tv,0.09210526315789473	art,0.09210526315789473	music,0.09210526315789473	royalty/religion,0.07894736842105263	literature,0.07894736842105263	sports,0.06578947368421052	orchestra,0.06578947368421052
Stamáta_Revíthi	sports,0.289568345323741	military,0.2823741007194245	literature,0.21402877697841727	politics,0.046762589928057555	royalty/religion,0.04136690647482014	royalty,0.04136690647482014	film/tv,0.030575539568345324	art,0.019784172661870502	orchestra,0.017985611510791366	music,0.01618705035971223
Stan_Musial	sports,0.5681818181818182	royalty/religion,0.07727272727272727	politics,0.06818181818181818	orchestra,0.05	military,0.05	music,0.045454545454545456	film/tv,0.04090909090909091	royalty,0.04090909090909091	art,0.031818181818181815	literature,0.02727272727272727
Stanley_Holloway	film/tv,0.41421568627450983	music,0.2696078431372549	orchestra,0.08823529411764706	royalty,0.06372549019607843	politics,0.041666666666666664	sports,0.0392156862745098	military,0.029411764705882353	literature,0.022058823529411766	art,0.01715686274509804	royalty/religion,0.014705882352941176
Stede_Bonnet	military,0.2912621359223301	orchestra,0.18932038834951456	politics,0.13592233009708737	film/tv,0.09223300970873786	royalty,0.07766990291262135	royalty/religion,0.043689320388349516	sports,0.043689320388349516	art,0.043689320388349516	music,0.043689320388349516	literature,0.038834951456310676
Stephen_Crane	film/tv,0.3294930875576037	literature,0.16129032258064516	art,0.12672811059907835	orchestra,0.09907834101382489	music,0.07373271889400922	politics,0.0576036866359447	royalty,0.04838709677419355	royalty/religion,0.03917050691244239	sports,0.03917050691244239	military,0.02534562211981567
Stereolab	music,0.5771971496437055	literature,0.0997624703087886	orchestra,0.07600950118764846	film/tv,0.07125890736342043	royalty,0.0498812351543943	sports,0.0332541567695962	art,0.028503562945368172	politics,0.026128266033254157	military,0.023752969121140142	royalty/religion,0.014251781472684086
Steve_Bruce	sports,0.707056307911618	military,0.13898788310762653	literature,0.06699928724162509	politics,0.023521026372059873	music,0.015680684248039915	film/tv,0.01496792587312901	royalty/religion,0.00962223806129722	orchestra,0.008909479686386316	royalty,0.008909479686386316	art,0.005345687811831789
Steve_Dodd	film/tv,0.17567567567567569	music,0.14864864864864866	politics,0.12162162162162163	sports,0.10810810810810811	art,0.08108108108108109	orchestra,0.08108108108108109	royalty,0.08108108108108109	royalty/religion,0.06756756756756757	literature,0.06756756756756757	military,0.06756756756756757
Stigand	royalty/religion,0.6517509727626459	military,0.16536964980544747	literature,0.08430609597924774	royalty,0.042801556420233464	politics,0.011673151750972763	sports,0.011024643320363165	music,0.011024643320363165	film/tv,0.008430609597924773	orchestra,0.008430609597924773	art,0.005188067444876783
Strapping_Young_Lad	music,0.6464646464646465	literature,0.16035353535353536	military,0.07954545454545454	film/tv,0.027777777777777776	sports,0.023989898989898988	royalty,0.016414141414141416	royalty/religion,0.012626262626262626	politics,0.012626262626262626	art,0.010101010101010102	orchestra,0.010101010101010102
Susianna_Kentikian	sports,0.20134228187919462	film/tv,0.15436241610738255	politics,0.11409395973154363	art,0.10738255033557047	music,0.10738255033557047	orchestra,0.09395973154362416	military,0.087248322147651	literature,0.053691275167785234	royalty/religion,0.040268456375838924	royalty,0.040268456375838924
Sviatoslav_Ier	military,0.24087591240875914	royalty,0.13138686131386862	politics,0.13138686131386862	royalty/religion,0.11678832116788321	literature,0.10948905109489052	orchestra,0.08029197080291971	art,0.06569343065693431	film/tv,0.043795620437956206	sports,0.043795620437956206	music,0.0364963503649635
Sydney_Newman	film/tv,0.3220338983050847	literature,0.24601951720595788	military,0.15408320493066255	politics,0.07704160246533127	sports,0.07293271700051361	music,0.05546995377503852	art,0.03338469440164355	royalty/religion,0.015921931176168466	royalty,0.012326656394453005	orchestra,0.01078582434514638
Sylvanus_Morley	literature,0.23270440251572327	art,0.20125786163522014	film/tv,0.09433962264150944	politics,0.0880503144654088	royalty/religion,0.08176100628930817	orchestra,0.08176100628930817	sports,0.06918238993710692	royalty,0.05660377358490566	music,0.05660377358490566	military,0.03773584905660377
Tarrare	literature,0.3250883392226148	military,0.2862190812720848	royalty,0.08833922261484099	art,0.06713780918727916	politics,0.0636042402826855	film/tv,0.04946996466431095	music,0.038869257950530034	orchestra,0.0353356890459364	royalty/religion,0.028268551236749116	sports,0.0176678445229682
The_Kinks	music,0.6264924532552376	literature,0.1536382068033341	military,0.1092588420815499	film/tv,0.050687091687316964	sports,0.013291281820229782	orchestra,0.012615453931065555	politics,0.010587970263572877	royalty,0.009011038522189683	art,0.00765938274386123	royalty/religion,0.006758278891642262
The_Orb	music,0.7398952095808383	literature,0.11901197604790419	military,0.07110778443113773	film/tv,0.02058383233532934	art,0.01309880239520958	sports,0.009730538922155689	royalty,0.0074850299401197605	orchestra,0.006736526946107785	royalty/religion,0.006362275449101796	politics,0.005988023952095809
The_Smashing_Pumpkins	music,0.7067137809187279	literature,0.12417970721857648	military,0.08026249369005553	film/tv,0.0348308934881373	art,0.01514386673397274	sports,0.01463907117617365	orchestra,0.008581524482584554	politics,0.00757193336698637	royalty/religion,0.005552751135790005	royalty,0.002523977788995457
The_Wiggles	music,0.26744186046511625	orchestra,0.11627906976744186	film/tv,0.09302325581395349	literature,0.09302325581395349	sports,0.08139534883720931	royalty,0.08139534883720931	military,0.08139534883720931	royalty/religion,0.06976744186046512	art,0.05813953488372093	politics,0.05813953488372093
Theoren_Fleury	sports,0.6459143968871596	military,0.10700389105058365	film/tv,0.042801556420233464	politics,0.04085603112840467	literature,0.03696498054474708	royalty/religion,0.03501945525291829	music,0.033073929961089495	orchestra,0.023346303501945526	art,0.017509727626459144	royalty,0.017509727626459144
Théramène	military,0.43575418994413406	literature,0.1340782122905028	politics,0.1005586592178771	royalty,0.09497206703910614	sports,0.0446927374301676	film/tv,0.03910614525139665	art,0.03910614525139665	orchestra,0.03910614525139665	music,0.03910614525139665	royalty/religion,0.0335195530726257
Thérèse-Christine_de_Bourbon-Siciles	royalty,0.4171760391198044	military,0.2716992665036675	literature,0.2341075794621027	art,0.021393643031784843	politics,0.013141809290953545	royalty/religion,0.012224938875305624	film/tv,0.01039119804400978	orchestra,0.007334963325183374	music,0.006418092909535452	sports,0.006112469437652812
Thibaut_du_Bec	royalty/religion,0.6454081632653061	military,0.21071428571428572	royalty,0.06989795918367347	literature,0.02959183673469388	politics,0.01683673469387755	art,0.0066326530612244895	film/tv,0.005612244897959183	music,0.005612244897959183	orchestra,0.00510204081632653	sports,0.004591836734693878
Thích_Quảng_Đức	art,0.3445378151260504	military,0.19887955182072828	literature,0.10644257703081232	royalty/religion,0.07282913165266107	politics,0.07282913165266107	music,0.06442577030812324	film/tv,0.04201680672268908	sports,0.04201680672268908	royalty,0.03081232492997199	orchestra,0.025210084033613446
Thomas_Beecham	orchestra,0.46634615384615385	literature,0.11298076923076923	music,0.09375	royalty,0.0673076923076923	military,0.0673076923076923	film/tv,0.052884615384615384	art,0.052884615384615384	sports,0.036057692307692304	royalty/religion,0.03365384615384615	politics,0.016826923076923076
Thomas_Blamey	politics,0.5625998934469899	military,0.19392647842301544	literature,0.0580713905167821	orchestra,0.04848161960575386	royalty,0.041022908897176344	art,0.030367607884922748	sports,0.022376132125732553	music,0.019712306872669155	film/tv,0.014917421417155035	royalty/religion,0.008524240809802876
Thomas_C._Kinkaid	orchestra,0.140625	art,0.109375	royalty,0.109375	politics,0.109375	royalty/religion,0.09375	film/tv,0.09375	sports,0.09375	military,0.09375	literature,0.078125	music,0.078125
Thomas_Cranmer	literature,0.4196621914248592	military,0.22520571676050238	royalty,0.14508445214378518	royalty/religion,0.12970983109571244	politics,0.055435253356431353	music,0.00931139021221308	film/tv,0.00563014291901256	art,0.005413598960588999	sports,0.0030316154179298397	orchestra,0.0015158077089649198
Thomas_Crean	orchestra,0.5541941564561734	military,0.2054665409990575	literature,0.07728557964184732	sports,0.049010367577756835	politics,0.03298774740810556	royalty,0.02544769085768143	royalty/religion,0.017907634307257305	music,0.015080113100848256	film/tv,0.012252591894439209	art,0.010367577756833177
Thomas_Crisp	military,0.203125	royalty,0.125	politics,0.125	film/tv,0.109375	literature,0.109375	orchestra,0.1015625	sports,0.0625	music,0.0625	art,0.0546875	royalty/religion,0.046875
Thomas_de_Bayeux	royalty/religion,0.29545454545454547	royalty,0.11363636363636363	literature,0.09090909090909091	orchestra,0.07954545454545454	music,0.07954545454545454	film/tv,0.06818181818181818	sports,0.06818181818181818	art,0.06818181818181818	politics,0.06818181818181818	military,0.06818181818181818
Thomas_le_Slave	military,0.8052186696067622	royalty/religion,0.06615214994487321	literature,0.06615214994487321	politics,0.016538037486218304	royalty,0.013230429988974642	orchestra,0.01139287026828372	art,0.009555310547592797	music,0.005145167217934583	film/tv,0.0033076074972436605	sports,0.0033076074972436605
Thomas_Percy_(comploteur)	royalty,0.2835820895522388	military,0.22014925373134328	literature,0.12686567164179105	royalty/religion,0.12313432835820895	orchestra,0.09328358208955224	music,0.041044776119402986	art,0.033582089552238806	sports,0.029850746268656716	politics,0.026119402985074626	film/tv,0.022388059701492536
Thomas_R._Marshall	politics,0.466403162055336	military,0.13438735177865613	literature,0.09486166007905138	music,0.09090909090909091	film/tv,0.05138339920948617	sports,0.05138339920948617	orchestra,0.043478260869565216	royalty,0.02766798418972332	royalty/religion,0.019762845849802372	art,0.019762845849802372
Thorisind	orchestra,0.3026315789473684	royalty/religion,0.24473684210526317	art,0.13157894736842105	film/tv,0.09736842105263158	politics,0.07894736842105263	literature,0.034210526315789476	sports,0.031578947368421054	royalty,0.02894736842105263	military,0.02894736842105263	music,0.021052631578947368
Thrasybule_(Athènes)	military,0.6143790849673203	royalty/religion,0.08823529411764706	orchestra,0.06535947712418301	literature,0.058823529411764705	politics,0.058823529411764705	sports,0.026143790849673203	film/tv,0.02287581699346405	art,0.02287581699346405	royalty,0.02287581699346405	music,0.0196078431372549
Tim_Duncan	sports,0.7111665626949469	military,0.07236431690580163	music,0.06051154086088584	film/tv,0.05739238927011853	literature,0.034934497816593885	politics,0.01684341859014348	art,0.014348097317529632	royalty,0.011852776044915784	orchestra,0.011228945726762321	royalty/religion,0.009357454772301934
Tiny_Thompson	sports,0.8550228310502284	military,0.045662100456621	literature,0.021689497716894976	royalty,0.014840182648401826	orchestra,0.0136986301369863	music,0.0136986301369863	film/tv,0.010273972602739725	art,0.010273972602739725	royalty/religion,0.007990867579908675	politics,0.00684931506849315
Tiridate_Ier_d'Arménie	military,0.6348517715112075	royalty/religion,0.1467823571945047	literature,0.060014461315979754	royalty,0.05422993492407809	art,0.033261026753434564	orchestra,0.021691973969631236	politics,0.02096890817064353	sports,0.011569052783803326	music,0.009399855386840203	film/tv,0.0072306579898770785
Tom_Derrick	royalty,0.13114754098360656	politics,0.13114754098360656	film/tv,0.11475409836065574	sports,0.11475409836065574	music,0.09836065573770492	royalty/religion,0.08196721311475409	art,0.08196721311475409	literature,0.08196721311475409	orchestra,0.08196721311475409	military,0.08196721311475409
Tom_Pryce	film/tv,0.39601769911504425	sports,0.3008849557522124	military,0.08628318584070796	literature,0.0420353982300885	orchestra,0.03982300884955752	music,0.03761061946902655	royalty,0.030973451327433628	politics,0.02654867256637168	art,0.024336283185840708	royalty/religion,0.015486725663716814
Tool	music,0.6200227531285551	literature,0.15813424345847554	art,0.040955631399317405	film/tv,0.03526734926052332	military,0.03526734926052332	orchestra,0.02844141069397042	politics,0.02844141069397042	royalty,0.019340159271899887	royalty/religion,0.01820250284414107	sports,0.015927189988623434
Tōru_Takemitsu	orchestra,0.27074235807860264	literature,0.1615720524017467	music,0.13537117903930132	military,0.11790393013100436	art,0.10480349344978165	film/tv,0.06986899563318777	royalty,0.048034934497816595	politics,0.039301310043668124	royalty/religion,0.03056768558951965	sports,0.021834061135371178
Trevor_Linden	sports,0.8727710843373494	military,0.03662650602409639	literature,0.021204819277108433	politics,0.016867469879518072	orchestra,0.014457831325301205	music,0.013493975903614458	film/tv,0.0077108433734939755	royalty,0.006746987951807229	royalty/religion,0.005783132530120482	art,0.004337349397590362
Turc_mécanique	film/tv,0.340124876766349	literature,0.21689122576404862	military,0.19454485704896485	art,0.09990141307919816	sports,0.05915215248110418	royalty,0.03943476832073611	orchestra,0.021689122576404863	politics,0.013802168912257641	music,0.009201445941505093	royalty/religion,0.0052579691094314825
U2	music,0.6593517893315327	military,0.11731937879810939	literature,0.08423362592842674	film/tv,0.05081026333558406	sports,0.029709655638082377	orchestra,0.017049291019581365	politics,0.016205266711681297	art,0.014854827819041188	royalty,0.007596218771100608	royalty/religion,0.0028696826468602296
Ulrich_Zwingli	literature,0.5071104387291981	military,0.28956127080181543	royalty/religion,0.08683812405446294	politics,0.0357034795763994	royalty,0.025718608169440244	art,0.02118003025718608	orchestra,0.010892586989409985	sports,0.010287443267776097	film/tv,0.006354009077155824	music,0.006354009077155824
Uncle_Tupelo	music,0.2631578947368421	film/tv,0.10526315789473684	politics,0.10526315789473684	royalty/religion,0.07894736842105263	sports,0.07894736842105263	literature,0.07894736842105263	orchestra,0.07894736842105263	military,0.07894736842105263	art,0.06578947368421052	royalty,0.06578947368421052
