name_eng	name_spa
Nikolai Golovanov	Nikolái Golovánov
Dee Edwards (singer)	Dee Edwards
Gérard Roland (economist)	Gerard Roland
Carolina Marín	Carolina Marín
Nastia Liukin	Nastia Liukin
Carlo Bugatti	Carlo Bugatti
Alfio Piva	Alfio Piva Mesén
Aron Pálmarsson	Aron Pálmarsson
J. P. Morgan, Jr.	J. P. Morgan, Jr.
Marcus Marius (quaestor)	Marco Mario
Countess Elisabeth Dobržensky de Dobrženicz	Élisabeth Dobrzensky de Dobrzenicz
Juan Pérez-Caballero y Ferrer	Juan Pérez Caballero y Ferrer
S Club 8	S Club 8
Pierre Gamarra	Pierre Gamarra
Xerxes II of Persia	Jerjes II
Christen Smith	Christen Smith
Lazarus Salii	Lazarus Salii
Miguel Rodríguez (athlete)	Miguel Ángel Rodríguez Gallegos
Patriarch Constantine VI of Constantinople	Constantino VI de Constantinopla
José Bravo	José Bravo
Yvette Guilbert	Yvette Guilbert
Khentkaus I	Jentkaus I
Elizabeth Taylor	Elizabeth Taylor
Jack Haley	Jack Haley
Hans Georg Stehlin	Hans Georg Stehlin
Ricardo Álvarez (Mexican footballer)	Ricardo Álvarez (futbolista mexicano)
Patrick Russel	Patrick Russel
John Holloway (sociologist)	John Holloway
Jean Xavier Hyacinthe Montrouzier	Xavier Montrouzier
Siegfried Seidl	Siegfried Seidl
Eva Norvind	Eva Norvind
Kate Flannery	Kate Flannery
Gustavo Adolfo Palma	Gustavo Adolfo Palma
Jessy Matador	Jessy Matador
Manuel Sánchez (economist)	Manuel Sánchez González
Edward William Nelson	Edward William Nelson
Ernesto Garzón Valdés	Ernesto Garzón Valdés
Mahamadou Danda	Mahamadou Danda
Francesco Rier	Francesco Rier
Russell Mulcahy	Russell Mulcahy
Victoria Nuland	Victoria Nuland
John Alexander Smith	John Alexander Smith
João Serrão	Juan Serrano
Guido Bonatti	Guido Bonatti
Joaquín Lenzina	Joaquín Lenzina
Jaime C. de Veyra	Jaime de Veyra
Ibrahima Sonko	Ibrahima Sonko
Lucius Licinius Sura	Lucio Licinio Sura
Hoang Van Thai	Hoàng Văn Thái
Jörg Jaksche	Jörg Jaksche
Joseph-Nicolas Barbeau du Barran	Joseph-Nicolas Barbeau du Barran
George Charles Champion	George Charles Champion
Anne Desclos	Dominique Aury
Maxime Bernier	Maxime Bernier
John Nash (architect)	John Nash (arquitecto)
Ian Paisley	Ian Paisley
Harald Sverdrup	Harald Sverdrup
Pedro Alcázar	Pedro Alcázar
Armon Johnson	Armon Johnson
Michael Rosenbaum	Michael Rosenbaum
Sergei Khrushchev	Serguéi Jrushchov
Terry Branstad	Terry Branstad
Karina Masotta	Karina Masotta
Beth Ditto	Beth Ditto
Charles Wheatstone	Charles Wheatstone
Sara Carbonero	Sara Carbonero
Sunao Yoshida	Yoshida Sunao
Éric Di Meco	Éric Di Meco
Eike Immel	Eike Immel
Florence Nightingale	Florence Nightingale
Beryl Bainbridge	Beryl Bainbridge
Arnaldo Antunes	Arnaldo Antunes
Jim Ryun	Jim Ryun
T. J. Thyne	T.J. Thyne
Pavel Pogrebnyak	Pável Pogrebniak
Paul Graham (computer programmer)	Paul Graham
Hugo Gatti	Hugo Gatti
Jean Louis Marie Poiseuille	Jean Louis Marie Poiseuille
Jerry Lee Lewis	Jerry Lee Lewis
Henry Cowell	Henry Cowell
Umar	Umar ibn al-Jattab
Billie Joe Armstrong	Billie Joe Armstrong
Godfrey of Bouillon	Godofredo de Bouillón
Connie Hines	Connie Hines
Christopher Guest	Christopher Guest
Lars Ulrich	Lars Ulrich
Carl Nägeli	Karl Wilhelm von Nägeli
Merton Miller	Merton Miller
Franz Werfel	Franz Werfel
Menelik II	Menelik II
Clyde Tolson	Clyde Tolson
Bernard Hinault	Bernard Hinault
Jules Dupuit	Jules Dupuit
Mohammed V of Morocco	Mohámed V de Marruecos
Charles Lucien Bonaparte	Charles Lucien Bonaparte
Lata Mangeshkar	Lata Mangeshkar
Anerood Jugnauth	Anerood Jugnauth
Larry Clark	Larry Clark
Johann David Wyss	Johann David Wyss
Charles II of Spain	Carlos II de España
Johann Stamitz	Johann Stamitz
John Paxson	John Paxson
Osip Brik	Ósip Brik
Geraldine Page	Geraldine Page
Jorge Arce	Jorge Arce
François-Alphonse Forel	François-Alphonse Forel
Roxelana	Roxelana
Albert Spaggiari	Albert Spaggiari
Daniel Williams (Governor-General)	Daniel Williams (Gobernador general)
Marie Laforêt	Marie Laforêt
Edward Blake	Edward Blake
James Dewees	James Dewees
Luca Giordano	Luca Giordano
Samora Machel	Samora Machel
Nancy Wake	Nancy Wake
Peter Brock	Peter Brock
Joanna Baillie	Joanna Baillie
Plaek Phibunsongkhram	Plaek Pibulsonggram
Paul Creston	Paul Creston
Jerry O'Connell	Jerry O'Connell
Norman Spinrad	Norman Spinrad
Jerry Hall	Jerry Hall
Edmund Allenby, 1st Viscount Allenby	Edmund Allenby
Herophilos	Herófilo
Lincoln Thompson	Lincoln Thompson
Zita of Bourbon-Parma	Zita de Borbón-Parma
Faustino Oramas	Faustino Oramas
Aphrodite (artist)	Aphrodite (DJ)
Valerie Harper	Valerie Harper
Trevor Goddard	Trevor Goddard
Tiffeny Milbrett	Tiffeny Milbrett
Jesús Adrián Romero	Jesús Adrián Romero
Arthur Henderson	Arthur Henderson
Ethel Barrymore	Ethel Barrymore
Tony Leung Chiu-Wai	Tony Leung
Mike Harris	Mike D. Harris
Carole King	Carole King
LaFee	LaFee
Mary Bell	Mary Bell
Susan Blackmore	Susan Blackmore
Adalberto Santiago	Adalberto Santiago
Ethel Waters	Ethel Waters
Paul McGuinness	Paul McGuinness
Justine Henin	Justine Henin
Emperor Go-Mizunoo	Emperador Go-Mizunoo
Chad Channing	Chad Channing
Veselin Topalov	Veselin Topalov
Henry (Bishop of Finland)	Enrique de Uppsala
Phil Vassar	Phil Vassar
Lester Bird	Lester Bird
Turlough O'Carolan	Turlough Carolan
Jennifer Capriati	Jennifer Capriati
Gena Rowlands	Gena Rowlands
Claudio Abbado	Claudio Abbado
Daniel Chester French	Daniel Chester French
Emperor Hanazono	Emperador Hanazono
John Hannah (actor)	John Hannah
R. D. Laing	Ronald David Laing
Jimmie Vaughan	Jimmie Vaughan
Anna Freud	Anna Freud
Aurel Vlaicu	Aurel Vlaicu
Courtney Pine	Courtney Pine
Callisthenes	Calístenes
Oscar Alemán	Oscar Alemán
Katie Price	Katie Price
Harold P. Brown	Harold P. Brown
Fred Schneider	Fred Schneider
Wu Zetian	Wu Zetian
Dannie Abse	Dannie Abse
Johann Nikolaus Forkel	Johann Nikolaus Forkel
Fausto Papetti	Fausto Papetti
John Carteret, 2nd Earl Granville	John Carteret
Gloria Macapagal-Arroyo	Gloria Macapagal Arroyo
Ksenia Sitnik	Ksenia Sitnik
Lothair I	Lotario I
Kim Richey	Kim Richey
Thomas Radclyffe, 3rd Earl of Sussex	Thomas Radclyffe, III conde de Sussex
Arianna Puello	Arianna Puello
Corey Haim	Corey Haim
Patti Scialfa	Patti Scialfa
Otto Klemperer	Otto Klemperer
Joannes	Juan (emperador)
Guillén de Castro y Bellvis	Guillén de Castro
Henri Grégoire	Henri Grégoire
Charles Burney	Charles Burney
Emperor En'yū	Emperador En'yū
Mary Ann Shadd	Mary Ann Shadd
Jean-Baptiste Rousseau	Jean-Baptiste Rousseau
Alexander Bălănescu	Alexander Bălănescu
Jean Moréas	Jean Moréas
Tuilaepa Aiono Sailele Malielegaoi	Tuila'epa Sailele Malielegaoi
Ian Hunter (singer)	Ian Hunter
Andre Norton	Andre Norton
Daniel Baldwin	Daniel Baldwin
Frank James	Frank James
Sebastian of Portugal	Sebastián I de Portugal
Norman Lockyer	Joseph Norman Lockyer
Daniel Chan	Daniel Chan
King C. Gillette	King Camp Gillette
Charles the Bold	Carlos el Temerario
Kuh Ledesma	Kuh Ledesma
Benjamin Rush	Benjamín Rush
Albert Fish	Albert Fish
Jeri Southern	Jeri Southern
Fernando Buesa	Fernando Buesa
Kaloyan of Bulgaria	Kaloyan (emperador)
Pamela Stephenson	Pamela Stephenson
Robert Recorde	Robert Recorde
Dave Barbour	Dave Barbour
Robert Hanssen	Robert Hanssen
Stu Hart	Stu Hart
Aloke Dutta	Aloke Dutta
Alex Fox	Alex Fox
Rick Danko	Rick Danko
Ellen Terry	Ellen Terry
Esther Ofarim	Esther Ofarim
Chandrika Kumaratunga	Chandrika Kumaratunga
Arturo Gatti	Arturo Gatti
Afroman	Afroman
Kelly Chen	Kelly Chen
Renee Olstead	Renee Olstead
William Rosecrans	William S. Rosecrans
André Schiffrin	André Schiffrin
Luis Carlos Restrepo Ramírez	Luis Carlos Restrepo
Elaine Pagels	Elaine Pagels
Russell Alan Hulse	Russell Hulse
Wiglaf of Mercia	Wiglaf de Mercia
Radio (2003 film)	Me llaman Radio
Lev Kopelev	Lev Kópelev
Prohaeresius	Proaresio
Kiyoshi Kurosawa	Kiyoshi Kurosawa
Roberto Solozábal	Roberto Solozábal
Tony Stewart	Tony Stewart
Margaret Burbidge	Margaret Burbidge
Aristides de Sousa Mendes	Aristides de Sousa Mendes
Ioannis Theotokis	Ioannis Theotokis
Adolfo Diz	Adolfo Diz
Zulema Yoma	Zulema Fátima Yoma
Mikel Lasa	Mikel Lasa
Nikos Skalkottas	Nikolaos Skalkottas
Julia Stiles	Julia Stiles
Agustín Torassa	Agustín Torassa
Brenda Fricker	Brenda Fricker
Stanisław Ignacy Witkiewicz	Stanisław Ignacy Witkiewicz
Yevgeni Preobrazhensky	Yevgeni Preobrazhenski
Allen Woodring	Allen Woodring
Sanjay Gupta	Sanjay Gupta
Infante Alfonso, Duke of Galliera	Alfonso de Orleans y Borbón
Chung Ju-yung	Chung Ju-yung
William Giffard	William Giffard
Alfred Newton	Alfred Newton
Victor J. Stenger	Victor J. Stenger
Tapio Kantanen	Tapio Kantanen
Hollis Price	Hollis Price
Andrew Ainslie Common	Andrew Ainslie Common
Marc-Joseph Marion du Fresne	Marc-Joseph Marion du Fresne
Kagisho Dikgacoi	Kagisho Dikgacoi
Heinrich Zille	Heinrich Zille
Godfrey Chitalu	Godfrey Chitalu
Juan Epitié Dyowe	Juan Epitié Dyowe
Francesco Imparato	Francesco Imparato
John Mauropous	Juan Mauropo
Miguel Pérez (footballer)	Miguel Pérez Aracil
Ketil Trout (Iceland)	Ketil Thorkelsson
Edward Page Mitchell	Edward Page Mitchell
Bark Seghiri	Bark Seghiri
Sébastien Portal	Sébastien Portal
Emanuel Centurión	Emanuel Centurión
Angelo Encarnación	Angelo Encarnación
Harry Babbitt	Harry Babbitt
Quintus Curtius Rufus	Quinto Curcio Rufo
Mayer Candelo	Mayer Candelo
Norbert Shamuyarira	Norbert Shamuyarira
Mike Portnoy	Mike Portnoy
Julio DePaula	Julio DePaula
Mario Trejo	Mario Trejo
Simone Bolelli	Simone Bolelli
Tibor Sekelj	Tibor Sekelj
Kārlis Skalbe	Kārlis Skalbe
Leovegildo Lins da Gama Júnior	Leovegildo Lins da Gama Júnior
Clifford Shull	Clifford Glenwood Shull
Rajinikanth	Rajinikanth
DJ Nelson	DJ Nelson
David Trezeguet	David Trézéguet
Gerardo Vallejo (footballer)	Gerardo Enrique Vallejo
Avram Davidson	Avram Davidson
Constantine Opos (catepan)	Constantino Opo
Philippe de Vitry	Philippe de Vitry
Rodrigo Millar	Rodrigo Millar
Shawar	Shawar
Łukasz Mierzejewski	Łukasz Mierzejewski
Ugrin Csák (bishop)	Ugrin Csák (arzobispo)
Mark Nauseef	Mark Nauseef
Kazunari Murakami	Kazunari Murakami
Vitaliy Denisov	Vitaliy Denisov
Princess Luisa Carlotta of Naples and Sicily	Luisa Carlota de Borbón-Dos Sicilias
Alexandre-François Caminade	Alexandre-François Caminade
Attaces	Atax
Carlo Cesare Malvasia	Carlo Cesare Malvasia
Igor Yebra	Igor Yebra
René Froger	René Froger
Simon Zenke	Simon Zenke
Gerardo Ruiz Mateos	Gerardo Ruiz Mateos
Miguel Ángel Carrilero	Miguel Carrilero González
Michel Clouscard	Michel Clouscard
Bill Hewitt (basketball)	Bill Hewitt
Franco Andrea Bonelli	Franco Andrea Bonelli
Jérôme Boateng	Jérôme Boateng
Michael Benyaer	Michael Benyaer
Howard Wood	Howard Wood
Luis Emilio Recabarren	Luis Emilio Recabarren
Vicente Enrique y Tarancón	Vicente Enrique y Tarancón
Henry McLeish	Henry McLeish
Édouard Stephan	Édouard Stephan
Kelly Macdonald	Kelly Macdonald
William James Sidis	William James Sidis
Ogata Kōrin	Ōgata Kōrin
Timati	Timati
Sussan Taunton	Sussan Taunton
Fay Davis	Fay Davis
Henry Draper	Henry Draper
Pierfrancesco the Elder	Pierfrancesco de Lorenzo de Medici
Stasys Stonkus	Stasys Stonkus
Erasmus Quellinus II	Erasmus Quellinus II
Gustavo Vassallo	Gustavo Vassallo
Munio of Zamora	Munio de Zamora
Adolphe Yvon	Adolphe Yvon
José Sacristán	José Sacristán
Hugo Oconór	Hugo O'Conor Cunco y Fali
Briek Schotte	Albéric Schotte
Luigi Magni	Luigi Magni
Bartolomeo Cavaceppi	Bartolomeo Cavaceppi
Richard Hatch	Richard Hatch
Constantin Brâncoveanu	Constantino Brancovan
Dorothy Kilgallen	Dorothy Kilgallen
Gideon Lee	Gideon Lee
Luis García Mozos	Luis García Mozos
Kevin Garnett	Kevin Garnett
Aspasia Manos	Aspasia Manos
Jessye Norman	Jessye Norman
Walter Vílchez	Walter Vílchez
Antonio Casal	Antonio Casal
Anne Dacier	Anne Dacier
Ángel Cuéllar	Ángel Cuéllar
Antonio Castaneta	Antonio Gaztañeta
Herminio Giménez	Herminio Giménez
Ramón Fermín	Ramón Fermín
Sandy Martens	Sandy Martens
James Henry Breasted	James Henry Breasted
Franco Cristaldi	Franco Cristaldi
Louis-Marcelin de Fontanes	Louis de Fontanes
Jan van Gilse	Jan van Gilse
Edilio Paredes	Edilio Paredes
Trivium (band)	Trivium (banda)
Ivan Koloff	Ivan Koloff
Vasily Trediakovsky	Vasili Trediakovski
Nodar Dumbadze	Nodar Dumbadze
Ernst Bloch	Ernst Bloch
Stuart Damon	Stuart Damon
Jody Linscott	Jody Linscott
Gayelord Hauser	Gayelord Hauser
Roosevelt Skerrit	Roosevelt Skerrit
Otto Braun (Li De)	Otto Braun (escritor)
Gabriel Alonso de Herrera	Gabriel Alonso de Herrera
Martin Rees, Baron Rees of Ludlow	Martin Rees
Bob Gibson	Bob Gibson
Edward Elgar	Edward Elgar
Maurice Edu	Maurice Edu
Pete Duel	Pete Duel
Joseph George Cumming	Joseph George Cumming
Michael Buback	Michael Buback
Bobby Caldwell	Bobby Caldwell
Jussiê Ferreira Vieira	Jussiê
Felipe Ramos	Felipe Ramos Rizo
Stylianos Mavromichalis	Stilianos Mavromichalis
Henry Spencer Ashbee	Henry Spencer Ashbee
Giuliano Amato	Giuliano Amato
Konstantinos Dovas	Konstantinos Dovas
Talal of Jordan	Talal ibn Abd Allah
Fernão Gomes	Fernão Gomes
Greg Ham	Greg Ham
Giangiacomo Feltrinelli	Giangiacomo Feltrinelli
Rafael Carlos Santacruz	Rafael Carlos Santacruz Aragonés
David McCann	David McCann
Eddie Eagan	Eddie Eagan
Alex Meneses	Alex Meneses
Franz Kaspar Lieblein	Franz Caspar Lieblein
John Knox Laughton	John Knox Laughton
Dawn Fraser	Dawn Fraser
Xavier Báez	Xavier Báez
Brett Emerton	Brett Emerton
Ivor Raymonde	Ivor Raymonde
Alex Carrasquel	Alejandro Carrasquel
Adriana Delpiano	Adriana Delpiano
Ronald Melville	Ronald Melville
Valerio de los Santos	Valerio de los Santos
Saint Thorlak	Torlak de Islandia
Helen Velando	Helen Velando
Del Beshore	Del Beshore
Simon Aspelin	Simon Aspelin
Elisa Carrió	Elisa Carrió
Marmais	Marmais
Sebastian Tyrała	Sebastian Tyrała
Charlotte Stokely	Charlotte Stokely
Pacho Alonso	Pacho Alonso
William Paats	William Paats
Chico Vaughn	Chico Vaughn
Clyde Geronimi	Clyde Geronimi
Pachín	Pachín
John Philip, Duke of Saxe-Altenburg	Juan Felipe de Sajonia-Altenburgo
Demophilus of Thespiae	Demófilo de Tespias
Barron Hilton	Barron Hilton
Jenny Shipley	Jenny Shipley
Dennis Ritchie	Dennis Ritchie
Junjun (singer)	Junjun
Paul Tsongas	Paul Tsongas
Erich Neumann (psychologist)	Erich Neumann
Fyodor Tyutchev	Fiódor Tiútchev
Nabataeans	Nabateo
David Nalbandian	David Nalbandian
Gaugericus	Gaugerico
Trubetskoy family	Casa de Troubetzkoy
Merytre-Hatshepsut	Meritra Hatshepsut
Filipe Samuel Magaia	Filipe Samuel Magaia
Domingo Rey d'Harcourt	Domingo Rey d'Harcourt
Ramesses I	Ramsés I
Pedro Félix Vicuña	Pedro Félix Vicuña
Antonio Navarro Wolff	Antonio Navarro Wolff
Felicia Pearson	Felicia Pearson
Antoine Lepautre	Antoine Le Pautre
Paul Delvaux	Paul Delvaux
Ásmundur Sveinsson	Ásmundur Sveinsson
Raoul Walsh	Raoul Walsh
Stansfield Turner	Stansfield Turner
Germán Carty	Germán Carty
Charles-Alexis-Adrien Duhérissier de Gerville	Charles de Gerville
Stith Thompson	Stith Thompson
Préfète Duffaut	Préfète Duffaut
Christa Kinshofer	Christa Kinshofer
Sylvano Bussotti	Sylvano Bussotti
Helmuth James Graf von Moltke	Helmuth James von Moltke
J. H. Ryley	J. H. Ryley
Ibn Masarra	Muhammad ibn Massarra
Angus McBride	Angus McBride
Magdalena Barreiro	Magdalena Barreiro
Mossoró (footballer)	Mossoró (futbolista)
Jean-Patrick Nazon	Jean-Patrick Nazon
Vincenzo Montefusco	Vincenzo Montefusco
Custo Dalmau	Custo Dalmau
Verlyn Flieger	Verlyn Flieger
Guiscarda, Viscountess of Béarn	Guiscarda de Bearne
Jenson Button	Jenson Button
Diyllus	Diyllus
Agnes of Aquitaine, Queen of Aragon	Inés de Poitou (esposa de Ramiro II de Aragón)
Nelson W. Aldrich	Nelson Wilmarth Aldrich
Yoenis Céspedes	Yoenis Céspedes
Ricardo Tormo	Ricardo Tormo
Graciela Borges	Graciela Borges
Erpr lútandi	Erpr lútandi
Ichijō Kanefuyu	Ichijō Kanefuyu
Santo Trafficante, Jr.	Santo Trafficante, Jr.
William Heard Kilpatrick	William Heart Kilpatrick
Rupiah Banda	Rupiah Banda
Cadú (footballer)	Ricardo Manuel Ferreira Sousa
Leone Frollo	Leone Frollo
Rouran Khaganate	Rouran
Joseph Kony	Joseph Kony
Jorge Olguín	Jorge Olguín
Nicola Zaccaria	Nicola Zaccaria
Francesco Morini	Francesco Morini
Trevor Joyce	Trevor Joyce
Carl August Walbrodt	Carl August Walbrodt
Salvatore Cancemi	Salvatore Cancemi
Erik Mongrain	Erik Mongrain
María Estrada	María de Estrada
Josef Lense	Joseph Lense
Gottfried Honegger	Gottfried Honegger
Andy Roddick	Andy Roddick
Hub Reed	Hub Reed
Teo Acosta	Teolindo Acosta
Adrián Mahía	Adrián Mahía
Élisabeth Depardieu	Élisabeth Depardieu
Ana Urkijo	Ana Urquijo
Salva Ballesta	Salva Ballesta
Sylvia Browne	Sylvia Browne
David D. Friedman	David Friedman
Miguel Ángel Nieto	Miguel Ángel Nieto de la Calle
Lynndie England	Lynndie England
Leslie Mann	Leslie Mann
Corrado Gini	Corrado Gini
Jo-Wilfried Tsonga	Jo-Wilfried Tsonga
Theodor Ziehen	Theodor Ziehen
Walt Wesley	Walt Wesley
Morris Panych	Morris Panych
Christian Konrad Sprengel	Christian Konrad Sprengel
Stanley Turrentine	Stanley Turrentine
Masashi Hamauzu	Masashi Hamauzu
Tommy Lawton	Tommy Lawton
Brian Sarmiento	Brian Sarmiento
Ahmad ibn Rustah	Ahmad ibn Rustah
Sicco Mansholt	Sicco Mansholt
Vince Gill	Vince Gill
Julen Guerrero	Julen Guerrero
Gustaf de Laval	Gustav de Laval
Antoni Radziwiłł	Antoni Radziwiłł
Christian Laettner	Christian Laettner
Israel Finkelstein	Israel Finkelstein
Tang Ching-sung	Tang Jingsong
Norman Bel Geddes	Norman Bel Geddes
James Clark (programmer)	James Clark
Wilhelm Marx	Wilhelm Marx
Harry Morgan	Harry Morgan
Andrew W.K.	Andrew W.K.
Geovanny Caicedo	Geovanny Caicedo
Avram Gots	Abraham Gotz
Fernando Brandán	Fernando Brandán
Elías Villanueva	Elías Villanueva
María Paz Vilas	María Paz Vilas
Princess Mathilde of Bavaria (1877–1906)	Matilde de Baviera
Kevin O'Connor (footballer born 1985)	Kevin O'Connor (futbolista)
Andrés Artuñedo	Andrés Artuñedo
Marlon Wayans	Marlon Wayans
Daniel Rebolledo Sepúlveda	Daniel Rebolledo Sepúlveda
Pedro León Gallo	Pedro León Díaz Gallo
Gregorio de Valencia	Gregorio de Valencia
Roberto Jorge Santoro	Roberto Jorge Santoro
Blas Pérez	Blas Pérez
César Atahualpa Rodríguez	César Atahualpa Rodríguez
Samuel Arnold (conspirator)	Samuel Arnold
Henri Ellenberger	Henri Ellenberger
Wolfgang Frey	Wolfgang Frey
Tesfaye Tafese	Tafese Tesfaye
Fernando Méndez	Fernando Méndez
Magdi Allam	Magdi Allam
Harry Mallin	Harry Mallin
Arthur Decabooter	Arthur Decabooter
Ronald Villalba	Ronald Villalba
Clawfinger	Clawfinger
Pantelis Voulgaris	Pantelis Voulgaris
Ángel Labruna	Ángel Labruna
Walraven van Hall	Walraven van Hall
Albert Llovera	Albert Llovera
Mauro Scatularo	Mauro Scatularo
Easher Parker	Easher Parker
Grenddy Perozo	Grenddy Perozo
Miguel Angel Onzari	Miguel Ángel Onzari
Tony Windis	Tony Windis
Brenda Uribe	Daniela Uribe
David Veilleux	David Veilleux
Cristian Mijares	Cristian Mijares
Lucio Quarantotto	Lucio Quarantotto
José del Castillo (footballer)	José del Castillo (futbolista)
Frederick Sanger	Frederick Sanger
Robin Melo	Robin Melo
Photinus	Fotino de Sirmio
José María Asensio	José María Asensio
Leo Kruger	Leo Kruger
Bianca Comparato	Bianca Comparato
Hu Yaobang	Hu Yaobang
Nicolas Edet	Nicolas Edet
Bruno Alves	Bruno Alves
Santiago José García Mazo	Santiago José García Mazo
Martin de Redin	Martín de Redín
John Narvaez	John Narváez
Ángel Orué	Ángel Orué
René Baudichon	René Baudichon
Miho Mosulishvili	Mikho Mossulishvili
Prince of Belmonte	Principado de Belmonte
Konstantin Dimopoulos	Konstantin Dimopoulos
Guido Masetti	Guido Masetti
Leslie Bethell	Leslie Bethell
Léon Indenbaum	Léon Indenbaum
Mauricio Kagel	Mauricio Kagel
Milka Duno	Milka Duno
Madeleine Leininger	Madeleine Leininger
Revol Bunin	Revol Bunin
José Antonio Pareja	Antonio Pareja
Juan Luis Mora	Juan Luis Mora
Jean-Sébastien Jaurès	Jean-Sébastien Jaurès
Miguel Laurencena	Miguel Laurencena
Quilvio Veras	Quilvio Veras
José Velásquez Bórquez	José Velásquez Bórquez
Lucía Gil	Lucía Gil (actriz)
Æthelred the Unready	Etelredo II el Indeciso
Cossus Cornelius Lentulus Gaetulicus (consul 1 BC)	Coso Cornelio Léntulo
Tetsuro Matsuzawa	Tetsuro Matsuzawa
Marc-André ter Stegen	Marc-André ter Stegen
Tony Leblanc	Tony Leblanc
Ivan Dvorny	Ivan Dvorni
Abbas Beydoun	Abbas Beydoun
Nicolas Roche	Nicolas Roche
Bell–LaPadula model	Modelo Bell-LaPadula
Eric Swenson	Eric Swenson
Jaime Rest	Jaime Rest
Julián Infante	Julián Infante
Sylvia La Torre	Sylvia La Torre
Jason Morris	Jason Morris
Walter Dukes	Walter Dukes
Brigham Young	Brigham Young
Meeia Foo	Meeia Foo
Jens-Kristian Sørensen	Jens-Kristian Sørensen
Shane Meier	Shane Meier
Aníbal Roy González	Aníbal Roy González
Melisa Aslı Pamuk	Melissa Aslı Pamuk
Fernando Maestro	Fernando Maestro
Willow Shields	Willow Shields
Gorka Kijera	Gorka Kijera
Leonor Acevedo Suárez	Leonor Acevedo Suárez
François Toussaint Gros	Francés Totsants Gròs
Kevin Abrams	Kevin Abrams
Dan Langhi	Dan Langhi
Ángel Crego	Ángel González Crego
Bartolome Clavero	Bartolomé Clavero
Pedro Amalio López	Pedro Amalio López
Enzo Ferrari	Enzo Ferrari
Luis Cuenca	Luis Cuenca
Éric-Emmanuel Schmitt	Éric-Emmanuel Schmitt
Jack Duarte	Jack Duarte
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Toshikazu Ichimura	Toshikazu Ichimura
Jeffrey Dean Morgan	Jeffrey Dean Morgan
Philibert of Jumièges	Filiberto de Tournus
Władysław Żmuda	Władysław Antoni Żmuda
Alan Patrick	Alan Patrick (futbolista)
Rafael Bolívar Coronado	Rafael Bolívar Coronado
Henry IV of England	Enrique IV de Inglaterra
Anne-Marie Rivier	María Rivier
Pelagius of Asturias	Don Pelayo
Adolf Martin Schlesinger	Adolf Martin Schlesinger
Bayani Agbayani	Bayani Agbayani
Alfonso Carillo de Acuña	Alfonso Carrillo de Acuña
Eusebio Cáceres	Eusebio Cáceres
Karylle	Karylle
Kagemni	Kagemni (chaty de Teti)
Floyd Henry Allport	Floyd Allport
Dzeliwe of Swaziland	Dzeliwe de Suazilandia
Marcus Ulpius Traianus (senator)	Marco Ulpio Trajano (senador)
