#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
L._Ron_Hubbard	literature + other,0.3606853020739405	military,0.1587015329125338	family life,0.15599639314697927	politics,0.10309588217613466	film/tv,0.1003907424105801	music,0.05530507965133754	orchestra,0.0228434024646829	sports,0.01923654944394349	royalty,0.012022843402464683	church/royalty,0.011722272317403066
Ladislas_II_Jagellon	royalty,0.328042328042328	politics,0.1746031746031746	orchestra,0.1111111111111111	military,0.08994708994708994	church/royalty,0.08465608465608465	family life,0.047619047619047616	film/tv,0.047619047619047616	sports,0.042328042328042326	literature + other,0.042328042328042326	music,0.031746031746031744
Lat	film/tv,0.5251256281407035	music,0.12562814070351758	family life,0.09296482412060302	literature + other,0.08793969849246232	military,0.03768844221105527	orchestra,0.035175879396984924	sports,0.03015075376884422	politics,0.022613065326633167	royalty,0.022613065326633167	church/royalty,0.020100502512562814
Laurent_de_Cantorbéry	church/royalty,0.6119610570236439	politics,0.09735744089012517	family life,0.09457579972183588	military,0.059805285118219746	literature + other,0.030598052851182198	royalty,0.02920723226703755	orchestra,0.022253129346314324	music,0.019471488178025034	film/tv,0.01808066759388039	sports,0.016689847009735744
Lawrence_Sullivan_Ross	politics,0.23943661971830985	military,0.09859154929577464	film/tv,0.09859154929577464	royalty,0.09859154929577464	music,0.09859154929577464	sports,0.08450704225352113	family life,0.07042253521126761	literature + other,0.07042253521126761	church/royalty,0.07042253521126761	orchestra,0.07042253521126761
Lazar_Lissitzky	orchestra,0.24475524475524477	family life,0.21678321678321677	military,0.13986013986013987	politics,0.10722610722610723	literature + other,0.08857808857808858	film/tv,0.06993006993006994	music,0.06993006993006994	sports,0.023310023310023312	royalty,0.023310023310023312	church/royalty,0.016317016317016316
Lazare_Ponticelli	military,0.4444444444444444	family life,0.2126068376068376	royalty,0.08547008547008547	literature + other,0.07692307692307693	politics,0.07051282051282051	orchestra,0.0405982905982906	church/royalty,0.028846153846153848	sports,0.023504273504273504	film/tv,0.009615384615384616	music,0.007478632478632479
Lee_Smith_(baseball)	sports,0.4551282051282051	military,0.11538461538461539	music,0.09615384615384616	politics,0.07051282051282051	family life,0.0641025641025641	literature + other,0.04487179487179487	church/royalty,0.04487179487179487	orchestra,0.04487179487179487	film/tv,0.03205128205128205	royalty,0.03205128205128205
Len_Hutton	sports,0.389937106918239	film/tv,0.09433962264150944	politics,0.08176100628930817	orchestra,0.08176100628930817	family life,0.07547169811320754	church/royalty,0.06918238993710692	music,0.06289308176100629	military,0.05660377358490566	literature + other,0.050314465408805034	royalty,0.03773584905660377
Leo_Ornstein	orchestra,0.20253164556962025	military,0.10126582278481013	film/tv,0.10126582278481013	royalty,0.10126582278481013	family life,0.08860759493670886	sports,0.08860759493670886	literature + other,0.08860759493670886	politics,0.0759493670886076	church/royalty,0.0759493670886076	music,0.0759493670886076
Leslie_Richard_Groves	military,0.24489795918367346	politics,0.17006802721088435	family life,0.11564625850340136	film/tv,0.11564625850340136	music,0.08843537414965986	sports,0.07482993197278912	orchestra,0.06802721088435375	royalty,0.05442176870748299	literature + other,0.034013605442176874	church/royalty,0.034013605442176874
Lisa_Gherardini	literature + other,0.3911792905081496	family life,0.23969319271332695	royalty,0.12655800575263662	military,0.07670182166826463	orchestra,0.06040268456375839	film/tv,0.03451581975071908	church/royalty,0.023969319271332695	sports,0.019175455417066157	politics,0.01821668264621285	music,0.009587727708533078
Louis_Alexandre_de_Battenberg	royalty,0.6136363636363636	politics,0.05454545454545454	family life,0.05	military,0.05	church/royalty,0.05	film/tv,0.045454545454545456	orchestra,0.045454545454545456	sports,0.04090909090909091	music,0.02727272727272727	literature + other,0.022727272727272728
Louise_du_Royaume-Uni_(1848-1939)	royalty,0.41262135922330095	family life,0.10194174757281553	sports,0.0970873786407767	politics,0.0970873786407767	film/tv,0.0825242718446602	church/royalty,0.07281553398058252	military,0.038834951456310676	literature + other,0.03398058252427184	music,0.03398058252427184	orchestra,0.02912621359223301
Luc_Bourdon_(hockey_sur_glace)	sports,0.7299703264094956	family life,0.10286844708209693	military,0.04451038575667656	royalty,0.033630069238377844	orchestra,0.02373887240356083	politics,0.019782393669634024	church/royalty,0.018793273986152326	literature + other,0.008902077151335312	film/tv,0.008902077151335312	music,0.008902077151335312
Luís_Alves_de_Lima_e_Silva	politics,0.3340471092077088	military,0.25481798715203424	royalty,0.12633832976445397	church/royalty,0.07708779443254818	family life,0.0728051391862955	literature + other,0.044967880085653104	sports,0.03854389721627409	film/tv,0.019271948608137045	orchestra,0.017130620985010708	music,0.014989293361884369
Maggie_Gyllenhaal	film/tv,0.5559633027522936	politics,0.09357798165137615	music,0.09174311926605505	military,0.05688073394495413	family life,0.05137614678899083	orchestra,0.05137614678899083	sports,0.029357798165137616	literature + other,0.027522935779816515	royalty,0.023853211009174313	church/royalty,0.01834862385321101
Magic_Johnson	sports,0.7831603229527105	film/tv,0.0657439446366782	family life,0.05651672433679354	music,0.0196078431372549	orchestra,0.016147635524798153	literature + other,0.01384083044982699	politics,0.012687427912341407	military,0.012687427912341407	royalty,0.012687427912341407	church/royalty,0.006920415224913495
Manuel_Ier_Comnène	church/royalty,0.41250656857593276	military,0.2863899106673673	family life,0.16106148187073044	royalty,0.057015239096163954	literature + other,0.029427220178665267	politics,0.02653704676826064	orchestra,0.010772464529689963	sports,0.008670520231213872	music,0.004729374671571204	film/tv,0.002890173410404624
Marcus_Hanna	politics,0.2054794520547945	family life,0.1232876712328767	film/tv,0.1232876712328767	church/royalty,0.0958904109589041	sports,0.0821917808219178	orchestra,0.0821917808219178	music,0.0821917808219178	literature + other,0.0684931506849315	military,0.0684931506849315	royalty,0.0684931506849315
Marcus_Trescothick	sports,0.1875	royalty,0.109375	family life,0.09375	politics,0.09375	church/royalty,0.09375	orchestra,0.09375	music,0.09375	literature + other,0.078125	military,0.078125	film/tv,0.078125
Mariano_Rivera	sports,0.6985294117647058	military,0.07536764705882353	music,0.0625	family life,0.04595588235294118	politics,0.029411764705882353	orchestra,0.027573529411764705	film/tv,0.016544117647058824	literature + other,0.014705882352941176	church/royalty,0.014705882352941176	royalty,0.014705882352941176
Marie-Amélie_du_Brésil	royalty,0.565882996172772	family life,0.2241662110442865	military,0.08583925642427556	orchestra,0.03116457080371788	literature + other,0.030071077091306724	church/royalty,0.01913613996719519	politics,0.018042646254784037	film/tv,0.014762165117550574	music,0.006014215418261345	sports,0.004920721705850191
Marie_II_d'Angleterre	royalty,0.5662100456621004	politics,0.11339421613394216	military,0.10273972602739725	film/tv,0.0441400304414003	church/royalty,0.0395738203957382	family life,0.03729071537290715	literature + other,0.03576864535768645	orchestra,0.02511415525114155	music,0.0182648401826484	sports,0.01750380517503805
Mario_Vargas_Llosa	literature + other,0.36363636363636365	family life,0.1649048625792812	military,0.09830866807610994	politics,0.0919661733615222	orchestra,0.080338266384778	royalty,0.06659619450317125	film/tv,0.05179704016913319	sports,0.042283298097251586	church/royalty,0.023255813953488372	music,0.016913319238900635
Mark_Kerry	sports,0.367816091954023	family life,0.09195402298850575	orchestra,0.08045977011494253	military,0.06896551724137931	film/tv,0.06896551724137931	church/royalty,0.06896551724137931	royalty,0.06896551724137931	music,0.06896551724137931	literature + other,0.05747126436781609	politics,0.05747126436781609
Mark_Tonelli	sports,0.27710843373493976	politics,0.13253012048192772	music,0.10843373493975904	military,0.08433734939759036	orchestra,0.08433734939759036	literature + other,0.07228915662650602	family life,0.060240963855421686	film/tv,0.060240963855421686	church/royalty,0.060240963855421686	royalty,0.060240963855421686
Martha_Layne_Collins	politics,0.15384615384615385	film/tv,0.13846153846153847	music,0.1076923076923077	sports,0.09230769230769231	literature + other,0.09230769230769231	military,0.09230769230769231	royalty,0.09230769230769231	family life,0.07692307692307693	church/royalty,0.07692307692307693	orchestra,0.07692307692307693
Martin_Brodeur	sports,0.8938172043010753	family life,0.0396505376344086	military,0.015456989247311828	politics,0.013440860215053764	literature + other,0.008736559139784945	royalty,0.006720430107526882	film/tv,0.006048387096774193	music,0.006048387096774193	church/royalty,0.005376344086021506	orchestra,0.004704301075268817
Martin_Bucer	literature + other,0.4444444444444444	family life,0.1383219954648526	military,0.11564625850340136	royalty,0.06349206349206349	politics,0.05895691609977324	church/royalty,0.05215419501133787	orchestra,0.049886621315192746	film/tv,0.02947845804988662	music,0.027210884353741496	sports,0.02040816326530612
Mary_Anning	family life,0.42731277533039647	literature + other,0.16519823788546256	film/tv,0.1299559471365639	military,0.08370044052863436	royalty,0.05506607929515418	orchestra,0.046255506607929514	church/royalty,0.03303964757709251	sports,0.019823788546255508	politics,0.019823788546255508	music,0.019823788546255508
Mary_de_Teck	royalty,0.6513966480446928	family life,0.10502793296089385	military,0.0893854748603352	politics,0.061452513966480445	literature + other,0.02905027932960894	church/royalty,0.01675977653631285	orchestra,0.01675977653631285	film/tv,0.012290502793296089	music,0.0111731843575419	sports,0.0067039106145251395
Masako_Katsura	royalty,0.19047619047619047	sports,0.16666666666666666	literature + other,0.10714285714285714	music,0.09523809523809523	family life,0.08333333333333333	military,0.08333333333333333	church/royalty,0.08333333333333333	politics,0.07142857142857142	film/tv,0.05952380952380952	orchestra,0.05952380952380952
Matthew_Brettingham	family life,0.1375	orchestra,0.1375	military,0.125	church/royalty,0.1125	film/tv,0.1	sports,0.0875	royalty,0.0875	literature + other,0.075	politics,0.075	music,0.0625
Maxime_le_Confesseur	literature + other,0.4156521739130435	church/royalty,0.23304347826086957	military,0.11652173913043479	politics,0.07478260869565218	family life,0.06086956521739131	royalty,0.02782608695652174	orchestra,0.02782608695652174	sports,0.019130434782608695	film/tv,0.01391304347826087	music,0.010434782608695653
Maximien_Hercule	church/royalty,0.49754500818330605	military,0.246481178396072	family life,0.15875613747954173	royalty,0.03175122749590835	literature + other,0.018657937806873977	sports,0.014402618657937807	politics,0.012438625204582651	orchestra,0.011129296235679214	film/tv,0.006219312602291326	music,0.002618657937806874
Maynard_James_Keenan	music,0.6858168761220825	family life,0.07719928186714542	military,0.0466786355475763	orchestra,0.04308797127468582	film/tv,0.03411131059245961	royalty,0.02872531418312388	politics,0.026929982046678635	sports,0.02333931777378815	literature + other,0.019748653500897665	church/royalty,0.01436265709156194
Mário_de_Andrade	literature + other,0.26785714285714285	orchestra,0.25	royalty,0.125	family life,0.08928571428571429	film/tv,0.06696428571428571	music,0.049107142857142856	politics,0.044642857142857144	sports,0.04017857142857143	military,0.03571428571428571	church/royalty,0.03125
Mellitus	church/royalty,0.5792811839323467	family life,0.1226215644820296	military,0.09725158562367865	literature + other,0.048625792811839326	politics,0.046511627906976744	royalty,0.02959830866807611	orchestra,0.02959830866807611	sports,0.021141649048625793	film/tv,0.012684989429175475	music,0.012684989429175475
Meshuggah	music,0.5311526479750779	family life,0.14174454828660435	military,0.13551401869158877	sports,0.05451713395638629	film/tv,0.048286604361370715	literature + other,0.021806853582554516	orchestra,0.020249221183800622	church/royalty,0.017133956386292833	politics,0.01557632398753894	royalty,0.014018691588785047
Michael_Balzary	music,0.6735778841041999	film/tv,0.11217437533227007	family life,0.07549175970228601	military,0.03349282296650718	orchestra,0.02658160552897395	sports,0.022328548644338118	literature + other,0.019670388091440724	politics,0.018075491759702286	royalty,0.014354066985645933	church/royalty,0.004253056884635832
Michael_Gomez	sports,0.21296296296296297	film/tv,0.14814814814814814	orchestra,0.12037037037037036	military,0.10185185185185185	literature + other,0.09259259259259259	music,0.08333333333333333	church/royalty,0.07407407407407407	family life,0.06481481481481481	royalty,0.05555555555555555	politics,0.046296296296296294
Mike_Jackson	military,0.14666666666666667	politics,0.12	film/tv,0.12	church/royalty,0.10666666666666667	royalty,0.10666666666666667	literature + other,0.09333333333333334	music,0.09333333333333334	family life,0.08	sports,0.06666666666666667	orchestra,0.06666666666666667
Minnie_Pwerle	family life,0.3087248322147651	orchestra,0.12751677852348994	sports,0.087248322147651	royalty,0.087248322147651	literature + other,0.08053691275167785	church/royalty,0.08053691275167785	military,0.06040268456375839	film/tv,0.06040268456375839	politics,0.053691275167785234	music,0.053691275167785234
Miranda_Otto	film/tv,0.6014263074484945	music,0.098256735340729	military,0.08557844690966719	family life,0.07448494453248812	sports,0.056259904912836764	orchestra,0.02377179080824089	royalty,0.021394611727416798	politics,0.014263074484944533	literature + other,0.012678288431061807	church/royalty,0.011885895404120444
Moe_Berg	sports,0.20945945945945946	family life,0.14864864864864866	politics,0.12162162162162163	military,0.12162162162162163	film/tv,0.0945945945945946	orchestra,0.08783783783783784	music,0.07432432432432433	literature + other,0.06756756756756757	royalty,0.04054054054054054	church/royalty,0.033783783783783786
Mohammed_Abdul_Karim	royalty,0.3990470518165575	family life,0.2888624181060155	military,0.1786777843954735	literature + other,0.039309112567004166	politics,0.03633114949374628	film/tv,0.017272185824895772	orchestra,0.012507444907683145	sports,0.011911852293031567	church/royalty,0.01012507444907683	music,0.005955926146515783
Motörhead	music,0.6791009086561454	family life,0.1449067431850789	military,0.040172166427546625	sports,0.03778096604495457	literature + other,0.030607364897178385	politics,0.018651362984218076	orchestra,0.01673840267814443	royalty,0.015781922525107604	film/tv,0.009564801530368245	church/royalty,0.006695361071257772
Mozart_en_Italie	orchestra,0.24568965517241378	family life,0.15948275862068967	military,0.1206896551724138	royalty,0.1206896551724138	literature + other,0.09051724137931035	music,0.06465517241379311	politics,0.0603448275862069	church/royalty,0.05172413793103448	sports,0.04741379310344827	film/tv,0.03879310344827586
Murasaki_Shikibu	literature + other,0.41964285714285715	family life,0.12053571428571429	military,0.11160714285714286	royalty,0.10714285714285714	orchestra,0.06696428571428571	film/tv,0.044642857142857144	church/royalty,0.044642857142857144	music,0.03571428571428571	politics,0.026785714285714284	sports,0.022321428571428572
Myles_Standish	politics,0.24848484848484848	military,0.17272727272727273	family life,0.16363636363636364	film/tv,0.09848484848484848	literature + other,0.09242424242424242	church/royalty,0.07424242424242425	royalty,0.06515151515151515	orchestra,0.05606060606060606	sports,0.015151515151515152	music,0.013636363636363636
Nancy_Cartwright_(actrice)	film/tv,0.6270491803278688	music,0.13524590163934427	family life,0.06967213114754098	military,0.04610655737704918	literature + other,0.040983606557377046	sports,0.030737704918032786	church/royalty,0.015368852459016393	orchestra,0.014344262295081968	politics,0.011270491803278689	royalty,0.009221311475409836
Nancy_Reagan	film/tv,0.42771084337349397	royalty,0.11746987951807229	music,0.09036144578313253	family life,0.08132530120481928	politics,0.08132530120481928	military,0.0783132530120482	sports,0.03614457831325301	orchestra,0.03614457831325301	literature + other,0.03313253012048193	church/royalty,0.018072289156626505
Natalie_Clifford_Barney	film/tv,0.3025871766029246	family life,0.1923509561304837	literature + other,0.12373453318335208	orchestra,0.10686164229471316	royalty,0.0719910011248594	politics,0.06749156355455568	military,0.06749156355455568	sports,0.0281214848143982	church/royalty,0.021372328458942633	music,0.01799775028121485
Nathaniel_Parker_Willis	film/tv,0.43033381712626995	family life,0.20391872278664733	literature + other,0.09796806966618288	military,0.07764876632801161	politics,0.04716981132075472	royalty,0.0420899854862119	music,0.03701015965166909	orchestra,0.027576197387518143	church/royalty,0.019593613933236574	sports,0.016690856313497822
Nick_Adenhart	sports,0.49732620320855614	family life,0.10160427807486631	military,0.09090909090909091	film/tv,0.06951871657754011	music,0.058823529411764705	literature + other,0.0427807486631016	politics,0.0427807486631016	church/royalty,0.0427807486631016	royalty,0.026737967914438502	orchestra,0.026737967914438502
Nick_Drake	music,0.42419248516809493	family life,0.3002636783124588	military,0.07712590639419907	orchestra,0.06888595912986156	film/tv,0.04284772577455504	royalty,0.02241265655899802	literature + other,0.01911667765326302	politics,0.01911667765326302	sports,0.018787079762689517	church/royalty,0.007251153592617007
Nicky_Barr	sports,0.22018348623853212	military,0.1651376146788991	family life,0.11009174311926606	royalty,0.09174311926605505	music,0.09174311926605505	film/tv,0.07339449541284404	politics,0.06422018348623854	church/royalty,0.06422018348623854	orchestra,0.06422018348623854	literature + other,0.05504587155963303
Nicolo_Giraud	film/tv,0.3058823529411765	family life,0.2	literature + other,0.10588235294117647	military,0.07647058823529412	royalty,0.07647058823529412	politics,0.06470588235294118	church/royalty,0.058823529411764705	orchestra,0.047058823529411764	sports,0.03529411764705882	music,0.029411764705882353
Nigel_Kneale	film/tv,0.4642857142857143	music,0.13690476190476192	sports,0.06547619047619048	royalty,0.05952380952380952	orchestra,0.05952380952380952	literature + other,0.05357142857142857	church/royalty,0.047619047619047616	politics,0.041666666666666664	military,0.041666666666666664	family life,0.02976190476190476
Nikita_Filatov	sports,0.6829971181556196	orchestra,0.05763688760806916	politics,0.05187319884726225	military,0.05187319884726225	music,0.05187319884726225	royalty,0.03170028818443804	film/tv,0.023054755043227664	family life,0.020172910662824207	literature + other,0.01440922190201729	church/royalty,0.01440922190201729
Nikita_Khrouchtchev	politics,0.5703360080240722	military,0.25564192577733197	family life,0.08839017051153461	literature + other,0.032973921765295885	orchestra,0.017928786359077232	church/royalty,0.008650952858575728	sports,0.007773319959879639	music,0.006895687061183551	royalty,0.006143430290872618	film/tv,0.00526579739217653
Nikita_Zotov	orchestra,0.17777777777777778	royalty,0.16666666666666666	family life,0.1	literature + other,0.1	music,0.1	politics,0.08888888888888889	church/royalty,0.07777777777777778	military,0.06666666666666667	film/tv,0.06666666666666667	sports,0.05555555555555555
Nikolaï_Rimski-Korsakov	orchestra,0.5428215509187169	family life,0.21395203986297104	military,0.10308315166614762	literature + other,0.05854873871068203	royalty,0.02398006851448147	politics,0.02273435066957334	church/royalty,0.011211460604173155	music,0.011211460604173155	sports,0.006228589224540642	film/tv,0.006228589224540642
Nine_Inch_Nails	music,0.6723899196898366	family life,0.12212683467183606	military,0.07837164220437552	film/tv,0.0390473553032401	literature + other,0.027970091387427305	sports,0.026862364995846027	orchestra,0.013846579894765993	politics,0.010800332317917475	church/royalty,0.006092495153697037	royalty,0.0024923843810578787
Nirvana_(groupe)	music,0.7025285076846802	family life,0.10907288051561725	film/tv,0.05651958353991076	military,0.0451165096678235	politics,0.03767972235994051	sports,0.010411502231036193	orchestra,0.010411502231036193	church/royalty,0.00991571641051066	royalty,0.009419930589985127	literature + other,0.008924144769459593
Noël_Coward	film/tv,0.6330275229357798	music,0.1614678899082569	family life,0.045871559633027525	orchestra,0.045871559633027525	sports,0.025688073394495414	literature + other,0.022018348623853212	church/royalty,0.02018348623853211	royalty,0.01651376146788991	politics,0.014678899082568808	military,0.014678899082568808
Oengus_Ier	church/royalty,0.6958677685950413	military,0.08760330578512397	family life,0.05785123966942149	politics,0.04297520661157025	literature + other,0.02975206611570248	royalty,0.023140495867768594	sports,0.021487603305785124	music,0.01652892561983471	orchestra,0.01487603305785124	film/tv,0.009917355371900827
Offa_de_Mercie	church/royalty,0.46511627906976744	royalty,0.11627906976744186	family life,0.09883720930232558	military,0.06976744186046512	literature + other,0.05232558139534884	sports,0.046511627906976744	politics,0.046511627906976744	music,0.040697674418604654	orchestra,0.03488372093023256	film/tv,0.029069767441860465
Olga_Alexandrovna_de_Russie	royalty,0.4221698113207547	politics,0.12971698113207547	family life,0.12264150943396226	orchestra,0.11084905660377359	literature + other,0.0660377358490566	military,0.04245283018867924	sports,0.03773584905660377	film/tv,0.03773584905660377	church/royalty,0.01650943396226415	music,0.014150943396226415
Olga_Nikolaïevna_de_Russie_(1895-1918)	royalty,0.451114922813036	family life,0.21497998856489423	military,0.16580903373356204	literature + other,0.04859919954259577	orchestra,0.04173813607775872	politics,0.024013722126929673	film/tv,0.02058319039451115	church/royalty,0.01429388221841052	sports,0.011435105774728416	music,0.007432818753573471
Oliver_Wendell_Holmes	politics,0.1559633027522936	literature + other,0.13761467889908258	military,0.12844036697247707	music,0.11009174311926606	film/tv,0.10091743119266056	family life,0.08256880733944955	royalty,0.08256880733944955	orchestra,0.08256880733944955	church/royalty,0.06422018348623854	sports,0.05504587155963303
Olivia_Shakespear	film/tv,0.29559748427672955	politics,0.13836477987421383	royalty,0.11320754716981132	family life,0.07547169811320754	literature + other,0.07547169811320754	church/royalty,0.06918238993710692	military,0.06289308176100629	orchestra,0.06289308176100629	sports,0.05660377358490566	music,0.050314465408805034
Olivier_Messiaen	orchestra,0.6482878699941962	literature + other,0.08067324434126523	military,0.0742890307603018	family life,0.06442251886244922	royalty,0.03946604759141033	music,0.027278003482298318	sports,0.021474172954149738	church/royalty,0.019152640742890307	film/tv,0.017411491584445733	politics,0.0075449796865931515
Opeth	music,0.6885441527446301	family life,0.12291169451073986	military,0.059665871121718374	orchestra,0.03341288782816229	literature + other,0.026252983293556086	church/royalty,0.026252983293556086	film/tv,0.013126491646778043	royalty,0.011933174224343675	politics,0.010739856801909307	sports,0.007159904534606206
Oswald_Watt	military,0.31693989071038253	sports,0.16939890710382513	church/royalty,0.12021857923497267	family life,0.09289617486338798	royalty,0.07650273224043716	music,0.060109289617486336	literature + other,0.0546448087431694	politics,0.04918032786885246	film/tv,0.03278688524590164	orchestra,0.0273224043715847
Ozzie_Smith	sports,0.45081967213114754	music,0.09016393442622951	family life,0.06557377049180328	literature + other,0.06557377049180328	film/tv,0.06557377049180328	politics,0.05737704918032787	military,0.05737704918032787	royalty,0.05737704918032787	church/royalty,0.04918032786885246	orchestra,0.040983606557377046
Pat_Nixon	family life,0.2895232120451694	film/tv,0.2578419071518193	politics,0.1587202007528231	military,0.15777917189460477	royalty,0.04328732747804266	literature + other,0.037641154328732745	sports,0.019761606022584692	orchestra,0.01819322459222083	music,0.010978670012547051	church/royalty,0.006273525721455458
Paul_Collingwood	sports,0.5121951219512195	film/tv,0.07317073170731707	music,0.07317073170731707	royalty,0.056910569105691054	family life,0.04878048780487805	literature + other,0.04878048780487805	military,0.04878048780487805	church/royalty,0.04878048780487805	orchestra,0.04878048780487805	politics,0.04065040650406504
Paul_Kane	orchestra,0.3382899628252788	family life,0.137546468401487	politics,0.12267657992565056	sports,0.11895910780669144	film/tv,0.06691449814126393	music,0.06319702602230483	literature + other,0.055762081784386616	military,0.03717472118959108	royalty,0.03345724907063197	church/royalty,0.026022304832713755
Paul_Nobuo_Tatsuguchi	military,0.4258461538461538	family life,0.3009230769230769	politics,0.0916923076923077	literature + other,0.04676923076923077	film/tv,0.04246153846153846	church/royalty,0.029538461538461538	royalty,0.022153846153846152	music,0.021538461538461538	orchestra,0.011692307692307693	sports,0.0073846153846153844
Paul_Stastny	sports,0.6632653061224489	royalty,0.04591836734693878	literature + other,0.04081632653061224	military,0.04081632653061224	church/royalty,0.04081632653061224	music,0.04081632653061224	family life,0.03571428571428571	orchestra,0.03571428571428571	politics,0.030612244897959183	film/tv,0.025510204081632654
Paulin_d'York	church/royalty,0.5969191270860077	family life,0.10269576379974327	politics,0.0962772785622593	military,0.06803594351732992	royalty,0.04236200256739409	literature + other,0.029525032092426188	orchestra,0.02053915275994865	music,0.01797175866495507	film/tv,0.01540436456996149	sports,0.010269576379974325
Pearl_Jam	music,0.6934137291280148	family life,0.12384044526901669	military,0.05473098330241188	film/tv,0.02922077922077922	literature + other,0.02411873840445269	sports,0.023191094619666047	politics,0.018089053803339517	orchestra,0.015306122448979591	royalty,0.00974025974025974	church/royalty,0.008348794063079777
Pedro_Álvares_Cabral	church/royalty,0.2989977728285078	family life,0.24888641425389754	military,0.21714922048997773	politics,0.09409799554565701	royalty,0.066815144766147	literature + other,0.042316258351893093	sports,0.012249443207126948	music,0.008351893095768375	orchestra,0.0077951002227171495	film/tv,0.0033407572383073497
Penda	church/royalty,0.6873180873180873	family life,0.10977130977130978	military,0.09937629937629938	politics,0.04573804573804574	literature + other,0.02494802494802495	sports,0.011226611226611227	royalty,0.0079002079002079	music,0.006652806652806653	film/tv,0.004573804573804574	orchestra,0.002494802494802495
Percy_Grainger	orchestra,0.38944365192582026	film/tv,0.15549215406562053	music,0.14265335235378032	family life,0.10413694721825963	military,0.07132667617689016	royalty,0.0442225392296719	politics,0.02710413694721826	literature + other,0.025677603423680456	sports,0.019971469329529243	church/royalty,0.019971469329529243
Peter_Evans_(natation)	sports,0.46601941747572817	orchestra,0.07766990291262135	family life,0.06796116504854369	church/royalty,0.06796116504854369	music,0.06796116504854369	film/tv,0.05825242718446602	literature + other,0.04854368932038835	politics,0.04854368932038835	military,0.04854368932038835	royalty,0.04854368932038835
Peter_Heywood	family life,0.37047353760445684	politics,0.1532033426183844	film/tv,0.14206128133704735	military,0.12256267409470752	royalty,0.0584958217270195	literature + other,0.04178272980501393	church/royalty,0.036211699164345405	music,0.033426183844011144	sports,0.025069637883008356	orchestra,0.016713091922005572
Peter_Jeffrey_(militaire_australien)	military,0.5051020408163265	family life,0.12244897959183673	sports,0.08673469387755102	royalty,0.061224489795918366	orchestra,0.05102040816326531	film/tv,0.04591836734693878	literature + other,0.03571428571428571	music,0.03571428571428571	church/royalty,0.030612244897959183	politics,0.025510204081632654
Peter_Jennings	film/tv,0.29042904290429045	military,0.1353135313531353	family life,0.132013201320132	music,0.1188118811881188	sports,0.11551155115511551	politics,0.056105610561056105	literature + other,0.0462046204620462	church/royalty,0.036303630363036306	orchestra,0.036303630363036306	royalty,0.033003300330033
Périclès	literature + other,0.3813638486688463	military,0.22489490892106492	family life,0.18566090611863614	church/royalty,0.09738439981317142	politics,0.0425035030359645	royalty,0.0319943951424568	sports,0.01237739374124241	orchestra,0.010275572162540868	film/tv,0.008874357776739842	music,0.004670714619336758
Phil_Hartman	film/tv,0.4793388429752066	music,0.15977961432506887	family life,0.07988980716253444	sports,0.07988980716253444	military,0.049586776859504134	orchestra,0.046831955922865015	politics,0.030303030303030304	church/royalty,0.027548209366391185	royalty,0.024793388429752067	literature + other,0.02203856749311295
Philétas	literature + other,0.47085714285714286	family life,0.18857142857142858	church/royalty,0.08914285714285715	orchestra,0.08228571428571428	politics,0.04114285714285714	military,0.04114285714285714	film/tv,0.032	royalty,0.024	sports,0.016	music,0.014857142857142857
Pie_XII	literature + other,0.3724316073734883	military,0.32159210989785136	family life,0.11600328754256194	politics,0.06199365973934484	church/royalty,0.05694493366208759	royalty,0.03170130327580134	orchestra,0.02125161441822238	film/tv,0.007631795233063285	sports,0.00540096278032171	music,0.00504872607725725
Pierre_II_du_Brésil	royalty,0.29845043515177244	family life,0.25429845043515176	military,0.2250053067289323	politics,0.0834217788155381	literature + other,0.0759923583103375	church/royalty,0.0237741456166419	orchestra,0.020377839099978774	film/tv,0.008490766291657821	sports,0.007217151347909149	music,0.0029717682020802376
Pierre_Rossier	family life,0.6120331950207469	military,0.11307053941908714	orchestra,0.06224066390041494	literature + other,0.05394190871369295	royalty,0.04771784232365145	politics,0.044605809128630707	film/tv,0.024896265560165973	sports,0.017634854771784232	music,0.014522821576763486	church/royalty,0.00933609958506224
Piotr_Ilitch_Tchaïkovski	orchestra,0.5255319148936171	family life,0.20797872340425533	military,0.06808510638297872	literature + other,0.06436170212765957	royalty,0.05797872340425532	music,0.025	film/tv,0.023404255319148935	politics,0.010638297872340425	sports,0.010106382978723405	church/royalty,0.006914893617021276
Pixies	music,0.6404428904428905	family life,0.11421911421911422	politics,0.06614219114219114	military,0.06031468531468531	literature + other,0.0337995337995338	film/tv,0.02768065268065268	sports,0.0236013986013986	orchestra,0.018065268065268064	royalty,0.010198135198135198	church/royalty,0.005536130536130536
Powderfinger	music,0.7237945492662474	family life,0.09276729559748427	military,0.07023060796645703	film/tv,0.03563941299790356	sports,0.02358490566037736	orchestra,0.01729559748427673	politics,0.012054507337526206	literature + other,0.0110062893081761	church/royalty,0.006813417190775681	royalty,0.006813417190775681
Preity_Zinta	film/tv,0.6954346466541589	family life,0.10631644777986242	military,0.05628517823639775	music,0.03377110694183865	sports,0.0300187617260788	royalty,0.025015634771732333	orchestra,0.016885553470919325	literature + other,0.013758599124452783	politics,0.013758599124452783	church/royalty,0.008755472170106316
