	Art	Business	Education	Explorers	Humanities	Law	Literature	Media	Music	Personal	Politics	Religion	Royalty	Science	Sports	Warfare	Other
Eusèbe Jaojoby	0.000516335204958333	0.00421707054914667	0.0469146255538667	0.0183747023753633	0.0279340419033533	0.000228039199960667	0.00157950224214333	0.0267610470455667	0.596305614706333	0.117972414655033	0.0248570089132333	0.00100254297681667	0.0100997198578237	0.00294217597049333	0.00107916338256867	0.0126736603042223	0.1065423351592
Fairfax Harrison	0.0243295057017	0.230574935742333	0.0904659718486667	0.0446047595193667	0.0002640572400937	0.000833060317835333	0.0307818523008	0.00146744383630133	0.000575675344635667	0.1093710308509	0.145476129232233	0.00240929774505333	0.00415785414838667	0.0989468358762454	0.000864348254107333	0.0668115511499667	0.148065690891333
Faith Leech	0.000315030465537	0.00897148313783333	0.00334552293575	0.00365824910155333	0.000525415813476	0.000961194756448333	0.000369218186555667	0.0301470913690733	0.00445610371307667	0.150906480159333	0.00131484393893167	0.000136050347308533	0.00149486907635133	0.051372709637	0.568323787098667	0.00395704047691167	0.169744909786667
Faryl Smith	0.000144872819806	0.000227696202201	0.0173249883842667	0.000103203190277867	0.000462218732518333	0.000214121113130333	0.001799698480174	0.279908732728333	0.440451189947667	0.0110734871458233	0.000350034568956	8.51010443136667e-05	0.00149211936806667	0.000117961602741067	0.0570712556004667	0.000152790846672167	0.1890205282241
Fightin' Texas Aggie Band	0.001239095963916	0.0318486131787667	0.0992953039441666	4.98655208650333e-05	0.00184052211150933	0.001064360652996	0.000215158905696667	0.0804394104774	0.256262605215	0.00500829449761333	0.00268749333911667	0.000216447101406667	0.000194056582435533	0.0154735897805633	0.0622882047018667	0.174861525425333	0.267015452601333
Flea (musician)	0.000245221150234	0.00303645733256	0.00314833719419333	3.14054628385333e-05	0.01403273740108	0.001936436094066	0.000306809940784	0.140752834358733	0.479550322013667	0.0426487459603333	0.000198278286523	4.34837260776667e-05	0.000469278205651333	0.00116967035367237	0.000594292372894	5.62424147928e-05	0.311779447731667
Francis Harvey	0.00155569469200167	0.00028760341399	0.0406333605639667	0.154955560508219	0.000193952085735767	0.00228251271493	0.00773687227633	0.03186051601279	0.000828877991771667	0.0427827551984	0.000390679251971	0.000174781642268733	0.00140909841713767	0.0181893210363264	0.00254156091635667	0.499390095627667	0.194786757650333
Francis Marrash	0.000592397358380333	0.00253216169004667	0.00716743707140667	0.00306645043247467	0.244012411933	0.00205451726763533	0.258950980583667	0.00134245602296167	0.001591720705467	0.0701350777438	0.0558692606273233	0.0379009892383667	0.0265902940864433	0.00933213078903667	0.000580181316624667	0.0003695730311936	0.277911960102
Francis Tresham	0.000176169250230733	0.000148201632390333	0.0019553549087	0.000328165074834	0.000478825392346333	0.276846603635	0.00390854961110333	0.00254134335514333	0.000376507058748333	0.0653155834514667	0.0132363018737733	0.0474440656158667	0.194672902814667	0.000304601584927133	0.000310410109937667	0.003560580685655	0.388395833945
Francis Walsingham	0.0001108854326702	0.00632624250836333	0.017234220343	0.0272887270362667	0.00898723196634533	0.103225863441933	0.015669971269	0.00728430256239	0.000163844328978333	0.0436103629381333	0.1188541367786	0.0102451632542667	0.248501037509	0.000993085074887333	0.00215873669666333	0.0481841859532333	0.341162002906667
Frank Berryman	0.002480783208423	0.0193347241663	0.0815770424128667	0.003900665427318	0.000166945826052333	0.000854981203788667	0.000346768630362333	0.0101077803197033	0.000399985237293	0.0487217974151333	0.0165804447336367	0.000116828813552667	0.00153430608852667	0.00104517418735533	0.00527389296800333	0.500977137050333	0.306580742311333
Frank Bladin	0.000614013319383333	0.0276746097431	0.132966486643333	0.0608263491347497	0.00157098799818133	0.000921050448872333	0.000709162498028333	0.00283260924286667	0.00142669801761667	0.0519909607340667	0.0207181609030333	0.000256467978745	0.00171660369301	0.0191062516919896	0.000764565532717	0.499058582196333	0.176846440224
Frank Klepacki	0.000358876260432667	0.0607215240749667	0.000380416119902	6.15640748081333e-05	0.0204162780830367	0.00101779784014833	0.0453621927656	0.0702678325343667	0.472338355579	0.000458171207382333	0.00804902431559333	7.19680240495667e-05	0.00107091022391987	0.0307864418094913	0.0610988663968	0.00898207439987667	0.218557706290667
Frank Macfarlane Burnet	8.93507651700333e-05	0.0219764915991667	0.181018843079	0.00226389313455153	0.100850346195167	0.00120607276211933	0.000670627721179333	0.0169539759353	0.00155002308531667	0.0877845833861667	0.0807574022603667	0.000100947764431967	0.001590577716855	0.247729537227667	0.000956610366864667	0.00315527373745967	0.251345443262333
Frank McNamara (VC)	0.0001229251825439	0.00111456904283333	0.0761907508968	0.0693525554473037	0.000573476814381667	0.00538868489478	0.000457947880689	0.00947220239670333	0.00158562349357033	0.0785117296425333	0.00253886229173667	0.000396570314337	0.00199926603721333	0.0154672455725333	0.00159921117025133	0.513991421528333	0.221236957393
Frank Pick	0.120764658349767	0.216299112761667	0.0514229917559	0.0368027975959333	0.0151935088369933	0.000304511367149	0.00396236025874333	0.00631478348483733	0.000286016841191667	0.0327023319959667	0.0663418786846	0.000174378662086667	0.00105455163566467	0.113552059728607	0.00319063216819333	0.0431375923559667	0.288495833517
Franklin Knight Lane	0.000175760792429333	0.097575332766	0.0307359637336667	0.0389979496466	0.000991465949142667	0.0381314468209667	0.00390806322698	0.000852993350585333	0.000817950111134333	0.118095831056667	0.347673516362333	0.00667540752898333	0.00269629906418667	0.0138328151113638	0.000993775518088333	0.0136103527323333	0.284235076229
Franz Kafka	0.0128427379991486	0.0095487986497	0.0300909981821333	0.000117270031318367	0.139816721901	0.0420598122794667	0.279732493438667	0.00934901232597667	0.000191666491041667	0.146861560115	0.0175352990027767	0.000593960087860667	0.00103778951294033	0.0003949412568447	0.000531414274321	0.000495217291259133	0.308800307160333
Fred Moosally	0.000225589893138667	0.0771066785299667	0.0242840714526333	0.0892030511812032	0.00149115315881833	0.182350112635667	0.00150965055563867	0.0444997587690333	0.000525016469253	0.000991430875919667	0.0328486126324033	3.79172672999667e-05	0.000457832737350667	0.0747324329865767	0.0448866174945667	0.226967772843	0.197882300517667
Frederick Scherger	0.00019452514661	0.0334621078238333	0.0468344266558667	0.0519359868143517	0.00136074146761467	0.00440201553785667	0.000590475391547667	0.0187276892520667	0.000211213440046667	0.0254288167594333	0.1076209707754	8.90422725753666e-05	0.000536342642783333	0.0260828488268253	0.0103416638979733	0.414504481240667	0.257676652054333
Gabriel Fauré	0.0120932061536767	0.000784409547388333	0.0380633793091333	0.000207786575436833	0.00922671041992	0.000110381748276133	0.0687116312031667	0.00113431782658433	0.373274615199	0.0974700880544	0.0210110591952333	0.00626652234949667	0.006740010474451	0.000892373142852	0.000260272601052667	0.002779754544476	0.360973481655667
Garret Hobart	6.16472219591333e-05	0.0202845970167	0.0269969123032667	0.0136105139867377	0.0008079140089579	0.00667317877311667	0.00614245902399067	0.014556562919711	0.0001064173996236	0.188379773344667	0.360573443721	0.000161054508428467	0.00167055500600733	0.00268525413039233	0.01031199320983	0.00204470975596367	0.344933013669333
Geoffrey (archbishop of York)	0.000278597606281133	0.000151625796558	0.00132652461365667	5.42818342135333e-05	0.000127377716082667	0.0484181280384	0.00205619138385	0.000783965980797333	0.000237242890932667	0.00182990940280867	0.0596179484647667	0.244201342165	0.330891361074333	0.0001100037939586	0.000436040426427333	0.00481360671002353	0.304665852101667
George Andrew Davis, Jr.	6.95544571751333e-05	0.000126844345824667	0.000741300540185	0.121304988514223	8.31623452155667e-05	0.0169844743847567	0.000306687282230333	0.00802337451905333	0.00609167599721333	0.0251284555067667	0.000840220514685	5.51223231586333e-05	0.0004178218167024	0.0107049691962395	0.0317235449608667	0.585452776723	0.191945026572667
George Calvert, 1st Baron Baltimore	0.0001925870544464	0.0254047256652333	0.0184408734897667	0.117374679031333	0.001814785119249	0.01251635399535	0.00310197823825	0.000661979093981	0.00241010773337	0.0692507416339667	0.0997678436008333	0.0605636156374667	0.237425168293333	0.000350505312549333	0.000426507055938667	0.00146749770394347	0.348830051341333
George H. D. Gossip	0.000276247455215	0.000202296132068333	0.0184482491233533	0.00928876862497667	0.0275751535583333	0.0123224706701667	0.206576605643	0.00531572187378133	0.000332758773162	0.0444673566835	0.00184119975123667	0.0001637104119256	0.000885724200672667	0.000571708083842333	0.340975311199	0.00401028164257767	0.326746436173333
George Headley	0.002030189052478	0.00373801205650333	0.001964498479887	0.00526815793965633	0.00202020094255267	0.0001402584038111	0.00328650911556333	0.007743242635936	0.00220058540985	0.129394398447333	0.0175210589697667	9.89502318444333e-05	0.000715515874933	0.000112920428277833	0.598661599693	0.00181183392431633	0.223292068394
George Hirst	0.00162525659802633	5.34343849298e-05	0.000297728495909667	5.08880473419e-05	0.00192077681963133	5.11393753351333e-05	0.00216414323208667	0.00805169934938133	0.00174679769472	0.165438207199	0.0001297546135871	0.0001214901938045	7.72471879659e-05	0.00293046606865333	0.540550004868333	6.28885150772333e-05	0.274728077356667
George Jones (RAAF officer)	0.000144736582307033	0.0192843040984667	0.0543432863543	0.0347785843082037	0.0202333409246333	0.0132304873674733	0.000389959887301667	0.00707187773976	0.00267206352378	0.0457177520836333	0.0944692904023667	0.0001293627980557	0.00360577561221333	0.0161447898471	0.00282618514282333	0.341626372631667	0.343331830696
George Macaulay	0.000125731712507167	0.000356011284938333	0.000394734220667333	0.000284201050031967	0.0001896691650406	0.000657933712659	0.00134324588433533	0.0176445059624533	0.000513835020546333	0.192266632008	0.000416068376096	0.0002493667254605	0.000459821542104667	0.0001074043654062	0.525011497876667	0.000883798452656	0.25909554264
George Washington Dixon	0.00257929529491633	0.000323109528124333	0.00725002267664667	0.00568819388389967	0.00100720130143933	0.164808195693333	0.0814975253362667	0.0955963191822667	0.0794788218104667	0.1010492565752	0.0363682994145	0.0115266374741833	0.00748660525089733	0.000315889598703033	0.00582650830951	0.00548684851944667	0.39371127015
George Went Hensley	0.0001261860830214	0.0146527219235667	0.00483097732094333	0.0246311798780627	0.000981844294134333	0.0890609422535	0.000854755964796	0.0255657189077767	0.00513195597826667	0.328923354606333	0.00812452865237667	0.187977385538667	0.000459359062911333	0.0317330558900705	0.000273040500226	0.001385977025264	0.275287016119667
Georges Vézina	0.000926901791167333	0.000325251119789333	0.00146715843275667	0.000623534589044667	0.000335107302463	0.000267875379715333	0.000590052427167333	0.0262652200746767	0.000749876313615	0.143553709063333	0.000794468598727667	0.00375362544687333	0.001161686229849	0.00175233103510533	0.737901738371667	0.000636875966580333	0.0788945878574
Gerard K. O'Neill	0.000117285048257567	0.126193236572	0.138581716406333	0.0731461093709333	0.0279016727787667	0.00392460140495667	0.0210737278420333	0.0235594750868933	0.00087884757338	0.0369000733322667	0.0131869780581	4.192370462e-05	0.000530658226477333	0.323994107785333	0.0208217274327	0.036527545263476	0.1526203141133
Gilbert Foliot	0.00373042839578267	0.0001241255221051	0.000915450050012667	7.40178452127667e-05	0.000548419020949	0.0500947770439	0.0493452636604333	0.000611653537641667	0.000453148026508	0.000779117157445667	0.0328661281979	0.298315452572	0.218065634394	0.000152176265096867	0.000664531615998333	0.0006636856399064	0.342595991055333
Glynn Lunney	0.000254157466322867	0.0733499214589667	0.224730270805	0.0968771221486667	0.001219280074102	0.00108796477111167	0.000514874635126667	0.0409752116683	0.000740583605427333	0.0101741024449867	0.0325560675773	0.000154459740574	0.00077026285839	0.12639883057868	0.0179566596332433	0.112036545578302	0.260203684955
Godsmack	0.000111538152937633	0.00564994864526667	0.000633797971893	0.0002357589334107	0.00247948882480333	0.000749239933922333	0.00255027717775667	0.06494247671529	0.720673481162333	0.000512161403544333	0.00176873489398333	0.000185145093032933	0.0003705571462107	0.00197794973444443	0.000604163608245667	0.0127621453820133	0.183793135220867
Gough Whitlam	0.000771292447046	0.0266999160234	0.0159986011804167	0.0006203860850232	0.000108182099312733	0.0187163771493	0.0110331162759	0.0167968951246467	0.000426909052181333	0.0463462023071	0.520595615905667	0.000336915936624667	0.00348250732426167	6.937149362781e-05	0.01414544043938	0.0293924051881667	0.294459865967667
Grand Duchess Olga Alexandrovna of Russia	0.0335086852945333	0.00753856936848667	0.00288348804635667	0.01983012830868	0.000372528821617333	0.0507443630653	0.000676155102604667	0.010679694589732	0.000246829119971667	0.394486628529667	0.0551538942073333	0.000388031563845333	0.166042026759667	0.0002536695363017	0.000297250143927667	0.0619855260104667	0.194912531531667
Gregory of Nazianzus	0.000259123721000333	0.00045225519032	0.00258812661235667	0.00450123907001667	0.0863477636892333	0.00187990326251333	0.0676016192919333	0.00192656503309	0.000745776231107333	0.0734854855797667	0.0148584096263167	0.321765417754667	0.0965279026738	0.000708591723325667	0.00210853748603333	0.00968564639269167	0.314557636661333
Guy Bradley	0.000784277080164667	0.0117344276746333	0.00766239824966	0.164285301916667	0.000220070430295	0.191987411435333	0.0412044697886667	0.0166764416416267	0.000451864868392	0.227194956859667	0.0398758766024	0.00148714655714	0.0211895985225223	0.0576547162301699	0.0221686913631333	0.0142401127266767	0.181182238053
Hadji Ali	0.02094691288648	0.00518034624202	0.01080616794074	0.00386721638065	0.00410364433274333	0.01023838022342	0.00426482130997667	0.231687628231	0.0201040395484667	0.0956609511074333	0.00266210205644	0.00528008780330137	0.000645852079337667	0.0682703516457333	0.000650296534563	0.0107702163708063	0.504860985307
Hannah Primrose, Countess of Rosebery	0.00519491388146633	0.00367110796511333	0.000698108204297	0.00221005707886177	0.0201008269141333	0.0113257539527233	0.0326144522142667	0.0243215480261033	0.000159786734698	0.236328969289	0.0846987788481667	0.00133240845369167	0.101436367279533	8.56773759715667e-05	0.00212011355743667	0.00075395878478	0.472947171439667
Happy Chandler	0.000791948467881333	0.0411289979303667	0.0193102616237333	9.53446302840333e-05	0.000604656434640667	0.0374732180586667	0.000761546778488667	0.0250028591688333	9.82600902643333e-05	0.0529810061207667	0.506049193198667	0.000872324956423	0.00563505240967033	0.0005327999627108	0.0880361543184333	0.00931653270492	0.211309843145333
Harbhajan Singh	0.002367646851113	0.0157935466272	0.000188016480292333	3.69566362590667e-05	0.0003915635550729	0.0114945117460867	0.000215154637222	0.0312671878068667	0.000113235121051333	0.119209074014333	0.01598688998911	0.000306168585622	0.00271203828655067	4.14520049597e-05	0.620633429263	0.00479098246692667	0.174452145928333
Harold Larwood	0.000175745177857333	0.000206771429195667	0.000653398976449333	0.000162553612323333	0.0138700495166333	0.004315410892693	0.00942989178205	0.0354609012906457	0.00374837225862767	0.182550332402	0.0288626743270667	5.86216630304e-05	0.0001343685702575	0.0130893911614087	0.312764736080667	0.001354075795493	0.393162705064
Harriet Bosse	0.0216353672726667	0.00878278458376667	0.000805704612418	0.000216191762742167	0.0410841920038633	0.000403141801413	0.0810585524109667	0.173201792253333	0.001679886370403	0.172919823647333	0.00162615099104933	0.000358170624909133	0.0473158186919667	0.00217077844430467	0.00104678762292733	0.00022442603241	0.445470430873
Harry Chauvel	0.00181210425288	0.01042596095879	0.01317003662187	0.0314901964086541	0.004782007010225	0.00662579375875967	0.00596862952929333	0.0159354506570333	0.0006143584864	0.0358936615428333	0.0278664786968	0.00172037136700667	0.01379364017598	0.000254216185195333	0.00851431274126	0.541243644195	0.279889137412
Harry Cobby	0.00114925652681833	0.00718527479042667	0.0482039359142333	0.0650451141977923	0.001715689555352	0.00953994507732233	0.00419423665892	0.0107862188925867	0.00475854750651	0.0241509045568667	0.0250682748299867	8.85910374314667e-05	0.000528356154929667	0.0176432131854673	0.0239223589291333	0.482846244570333	0.273173837616
Harry Murray	0.000170105850767	0.0166526405313	0.0267786885595667	0.0421195722816	0.000468491263263667	0.01014249534973	0.000653833497944	0.00299793627351867	0.00033870901653	0.215992309074333	0.00208973525544633	0.000263107432716867	0.00108727254053867	0.00892039316496567	0.00951543346501667	0.570987441673333	0.0908218347696333
Harry Trott	0.000941788499136667	0.000138765930076333	0.000840328433315333	0.00497907982315567	0.0129369268637	0.001210408367878	0.00394817233190667	0.0232631804830133	0.00839397979784333	0.174177831947	0.0200243927116667	0.000128414960151667	0.00596598136376383	0.0003983790287	0.431226320198667	0.00615686535972667	0.305269183900667
Hastings Ismay, 1st Baron Ismay	9.7329690629e-05	0.00125006703744367	0.146821183268667	0.000556643610532667	0.000190083365478333	0.000172529176987333	0.00219030441755667	0.00357566441030633	0.000323244222359667	0.0198843376029	0.137988010462	0.000391581485676667	0.0146882076738833	6.03552051085e-05	0.000350954148942667	0.235201389671	0.436258114551
Hector Waller	0.000171099993253333	0.000257495906176333	0.0502858792582667	0.119063205116878	0.000742466023214333	0.00130123664444433	0.000825814684530333	0.0322803617094667	0.000596386471530333	0.0918706172237667	0.001448765921687	0.000247707353988333	0.00445732473759	0.000277971366114367	0.01009946240805	0.543137392323333	0.142936812857667
Hedley Verity	0.000203437795661667	0.000325427889015333	0.000369047281371333	0.000571602502581767	0.000269172851970167	5.30676624776667e-05	0.00345926098065667	0.0207838252794837	0.000430222686879	0.178064983954	0.000135219116928667	3.31339415333667e-05	6.63616764081333e-05	0.000144687732874633	0.495447561818	0.0278983157476667	0.271744671082333
Heinrich Bär	0.000633374677477	0.000882375869160667	0.00234038342143	0.106672832790299	0.000207777331992667	0.00528092764139667	0.000978633849894667	0.0114480456334533	0.000323066342391333	0.00496837349347333	0.00385989373027733	0.000130208678459567	0.000526767209728667	0.0112388036484837	0.0449644557952333	0.568220414176667	0.23732366571
Henrik Sedin	0.000287986531648	0.00798615596473667	0.00190050084727467	0.000121023763061433	0.000747283159731	0.000250080315905667	0.000230818479965667	0.00940975562259667	0.000465037741176667	0.0114955880825667	0.000532938770840667	6.66616094257333e-05	0.000331952476569333	0.00333431731739633	0.920137850901667	0.0001638415808946	0.0425382068344667
Henry (Bishop of Finland)	0.000217218324288667	0.000410518610096667	0.00272060822428733	0.008631410589525	0.00652356289398667	0.0266714807854667	0.0204705433311867	0.00370763724847233	0.00047324335412	0.0161080424622	0.00281307433680133	0.255201845807	0.0565709974785	0.000288637133911967	0.00268007523208	0.00709124719598957	0.589419856991667
Henry Cornelius Burnett	0.00286324790741	0.000733884539665333	0.00744421945927667	0.00149340102152933	0.000315989149116333	0.070705389962	0.000552420677245	0.00401928268244667	0.000487337784366333	0.0454531600542	0.529498695090333	0.000206889936945833	0.00796264704844833	0.0002075176011585	0.00456608764832667	0.1101292503632	0.213360579074
Henry Edwards (entomologist)	0.0140778609523667	0.0110456591850733	0.0843057773035	0.0943211185045667	0.000408447227874333	0.000900144602890333	0.0849039386033667	0.169240636683667	0.000528834129599	0.227322550722333	0.00350803874161667	0.00107399362791567	0.00119458527117	0.0861197927348796	0.0287131640759333	0.0010978308315138	0.191237626801333
Henry Wells (general)	0.000117857072083667	0.000750786175840667	0.136752468462933	0.00741694458046767	0.000267641355394667	0.00134104464203533	0.000624432043468333	0.00238799158045	0.000445566023371667	0.0343953018793	0.0290955344689	0.000133504359906533	0.000805483212561	0.0002487838928968	0.000907351084537	0.625849580909333	0.158459728256667
Henry Wrigley	8.30018120011e-05	0.00385037070419333	0.151884895202667	0.0631035996834233	0.0241355371602	0.000708902273445667	0.00756555306678067	0.00553479700517	0.001384302070907	0.0421306564146333	0.0615751507734	0.000373518890885333	0.00119299331322567	0.0106364039418546	0.000817222490539667	0.353616870836333	0.271406224360333
Herbert Greenfield	0.0001235943442729	0.0717761348742	0.0086648961768	0.0148733110514433	0.001749833307796	0.0195896455666333	0.000332674732431667	0.00371099537971633	0.000224197888982267	0.0680145758228	0.465356848054	0.0001672109241541	0.00324637871028333	0.000508287909613367	0.000981259623231667	0.0105043686477367	0.330175786985667
Herbie Hewett	0.000131898784307933	6.16718588839667e-05	0.0189092068427667	0.000179050071106667	0.000213376264162	0.000179538241466	0.000439367155016	0.00942594024934733	0.00100070324165033	0.142741428734333	0.00399857954292667	9.43026371002333e-05	0.001089638706045	3.75330913248333e-05	0.569761777119	0.000149090834919	0.251586896625333
Hermann Detzner	0.0231117607861697	0.000211419304453667	0.0277483068488	0.263670167772	0.01959045835067	0.0340635952322333	0.0653802528387	0.0120309921815733	0.00415093922695667	0.00565083713037667	0.00773966675162333	0.000184015684444267	0.026480823312328	0.0142674797879733	0.000481014817251	0.127631794497933	0.367606475476667
Hilary of Chichester	0.000170485149212567	0.00108355937388367	0.00607617198465333	0.0001062170096682	0.000498179126627667	0.0694047466547667	0.00119536587827533	0.000958776560230333	0.000377523479603667	0.001729938570401	0.1031385552132	0.3452627099	0.178095452035	0.000146438785508	0.00114263650128333	0.000278841212697	0.290334402564667
Hippocampus	0.000175955286837667	0.0132010892013	0.000473357808191	0.0156444154389267	0.152261444354333	0.000312654872906133	0.00029352250052	0.0222273503301667	0.000395316081566333	0.00373715354623667	0.000502259971628	0.00442168657363333	0.000113282373213867	0.513515423754333	0.0134030035684	0.00114888275125603	0.258173201586667
Hippocrates	0.000357573765118667	0.00634779383028	0.0123741199941	0.0001034748460958	0.184514637624667	0.00900065524090667	0.0209345511288267	0.00947862972579867	0.000397951721077333	0.0559659550786	0.001463196756058	0.009692649697447	0.00111892265793533	0.286495448567667	0.000172395965645	0.000264789042599	0.401317254357
Hiram Wesley Evans	0.0002773407710874	0.0430978504620667	0.0383545028867667	8.49729966547667e-05	0.0549598606322333	0.0818107469185	0.00156364850521333	0.0140190912186433	0.000196024527893333	0.0115898227868533	0.471542857735333	0.0130914752845333	0.00207008295037667	0.0003108060440538	0.000197260279902	0.000404150971637333	0.266429505028333
Hispanic Americans in World War II	8.74714958891667e-05	0.00817325431505	0.0874767908246667	0.07259085654	0.00624972310740667	0.00943529410175667	0.000153478530021667	0.0196220768967633	0.000364470421633333	0.110772824236567	0.0231510154854667	4.84382939924333e-05	0.000722404298620933	0.0157975007328499	0.00291292288202	0.557699088741	0.0847423890963667
Hobey Baker	0.000472832170693333	0.000350465057484	0.0783858172775	0.0267760124663699	0.000244182016431667	0.000378082485732333	0.00979964345281667	0.0322594470497623	0.000305634257393	0.149471431883333	0.000485239194968	6.12817963508333e-05	0.000262763417395667	0.0077490011438709	0.422263965254333	0.103460771771967	0.167273429303667
Hod Stuart	0.000421652422866333	0.00672937646104667	0.00151910593993667	0.0222116753983333	0.000217603545110667	0.0430290097245333	0.000548452792992333	0.0727797565093	0.000718892021360667	0.117096541752667	0.00236520429284	0.000195083315733667	0.00132859424364733	0.000389493604258667	0.580020031325	0.001636869109378	0.148792657540833
Honoré de Balzac	0.0310066526483	0.00745509685994333	0.00168212315148767	0.0024144507622701	0.0948563322698	0.00575332249319967	0.234139656816333	0.0149703880912373	0.000383080896122	0.169083878393333	0.01015984427413	0.000341454793825	0.0190334666748	0.006981918578083	0.00405266607169	0.00198676335604467	0.395698903869333
Honório Hermeto Carneiro Leão, Marquis of Paraná	5.09814228024333e-05	0.000141950280907	0.00174631344796	0.0002940953983591	0.003404691962198	0.000208360897148	0.000196566763910333	0.000282525586371	0.000217991879827333	0.0326372844707667	0.452691194860333	4.75777730270333e-05	0.178097258948333	4.49995919566667e-05	0.000146809622217	0.0273028784683467	0.302488518625333
Howie Morenz	0.000240053890622333	0.001386627142874	0.000622536519073	0.000703203992742667	0.000175043427024333	0.001791189224907	0.000274977765519333	0.0354031455516567	0.000527868229624333	0.123615736334333	0.000990361132363333	7.64995287450667e-05	0.000542907774032667	0.000250018814158367	0.720166564206667	0.00100958165119933	0.112223684814267
