#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Hispanic_Americans_in_World_War_II	military,0.6272506925207756	explorers,0.16222299168975068	family,0.08518005540166206	politics,0.04189750692520776	sports,0.02995152354570637	literature,0.02510387811634349	church/royalty,0.008829639889196677	music,0.007271468144044321	cricket,0.006405817174515236	royalty,0.005886426592797784
Hod_Stuart	sports,0.6650438169425511	family,0.15481986368062317	politics,0.04673807205452775	cricket,0.0311587147030185	explorers,0.023369036027263874	royalty,0.018500486854917234	church/royalty,0.017526777020447908	music,0.01557935735150925	literature,0.014605647517039922	military,0.012658227848101266
Honoré_de_Balzac	literature,0.489058039961941	family,0.3336504915953061	royalty,0.055819854107199494	explorers,0.028544243577545196	music,0.0272756105296543	church/royalty,0.022201078338090707	politics,0.016492229622581667	military,0.011100539169045354	sports,0.009831906121154456	cricket,0.0060260069774817635
Honório_Hermeto_Carneiro_Leão,_Marquis_of_Paraná	church/royalty,0.40502484815019324	politics,0.2951408061844285	family,0.24682495858641634	military,0.019050248481501934	explorers,0.009387078961899503	royalty,0.00883489784649365	music,0.004693539480949751	sports,0.004417448923246825	literature,0.004417448923246825	cricket,0.0022087244616234127
Howie_Morenz	sports,0.7769594950026302	family,0.13361388742766964	royalty,0.025775907417148868	cricket,0.01209889531825355	explorers,0.011572856391372961	military,0.011046817464492372	politics,0.010520778537611783	music,0.007364544976328248	church/royalty,0.00631246712256707	literature,0.004734350341925302
Hubert_Walter	royalty,0.6594773952716715	family,0.19079220240564082	church/royalty,0.048942347573620905	politics,0.03898797179593529	military,0.01783492326835338	literature,0.012857735379510576	sports,0.00953961012028204	cricket,0.008710078805474907	music,0.007051016175860639	explorers,0.005806719203649938
Hugh_Trumble	cricket,0.7603059923501913	family,0.14704632384190394	sports,0.017424564385890354	politics,0.016149596260093498	literature,0.014024649383765405	royalty,0.014024649383765405	explorers,0.009349766255843604	military,0.008924776880577986	music,0.008074798130046749	church/royalty,0.004674883127921802
Huldrych_Zwingli	church/royalty,0.4963995354239257	family,0.29523809523809524	politics,0.07084785133565621	literature,0.039953542392566786	military,0.030197444831591175	royalty,0.028803716608594657	music,0.01556329849012776	sports,0.01091753774680604	explorers,0.007200929152148664	cricket,0.004878048780487805
Hygeberht	church/royalty,0.6013986013986014	royalty,0.168997668997669	family,0.14801864801864803	sports,0.015151515151515152	military,0.015151515151515152	politics,0.015151515151515152	explorers,0.013986013986013986	literature,0.01048951048951049	music,0.005827505827505828	cricket,0.005827505827505828
I._M._Pei	literature,0.4673587893718107	family,0.3288755938764737	politics,0.08023931022347351	music,0.03026570473341545	explorers,0.025866619743093438	military,0.02410698574696463	sports,0.022347351750835825	church/royalty,0.010733767376385712	royalty,0.006510645785676579	cricket,0.003695231391870491
Ian_Chappell	cricket,0.6486776268763402	family,0.1708363116511794	sports,0.06504646175839886	literature,0.043959971408148675	politics,0.02573266619013581	music,0.013938527519656898	explorers,0.01250893495353824	military,0.008934953538241601	royalty,0.006790564689063617	church/royalty,0.0035739814152966403
Ian_Craig	cricket,0.7585390598579641	family,0.1515049036185323	politics,0.021981738248224553	sports,0.019614474129184985	literature,0.012850862360500507	royalty,0.009130875887724045	military,0.00879269529928982	explorers,0.008116334122421373	music,0.006763611768684477	church/royalty,0.002705444707473791
Ian_Dougald_McLachlan	military,0.7995495495495496	family,0.08558558558558559	politics,0.03003003003003003	explorers,0.018018018018018018	royalty,0.015015015015015015	cricket,0.015015015015015015	literature,0.012012012012012012	music,0.009009009009009009	church/royalty,0.008258258258258258	sports,0.0075075075075075074
Ian_Johnson_(cricketer)	cricket,0.7636878539962241	family,0.14254247954688484	military,0.030207677784770296	politics,0.02171176840780365	sports,0.011327879169288861	literature,0.010069225928256766	royalty,0.006922592825676526	music,0.004719949653870359	explorers,0.004405286343612335	church/royalty,0.004405286343612335
Ian_Meckiff	cricket,0.7361189535102579	family,0.18633540372670807	politics,0.0199510634293243	sports,0.017504234895539244	literature,0.012987012987012988	royalty,0.008658008658008658	military,0.005834744965179748	explorers,0.005458309806135893	music,0.004329004329004329	church/royalty,0.00282326369282891
Ian_O'Brien	sports,0.6016064257028112	family,0.1493975903614458	cricket,0.12449799196787148	literature,0.02650602409638554	military,0.02248995983935743	music,0.018473895582329317	church/royalty,0.016867469879518072	politics,0.01606425702811245	explorers,0.015261044176706828	royalty,0.008835341365461847
Ima_Hogg	explorers,0.28895988640397585	literature,0.24210152644657437	family,0.24210152644657437	politics,0.10223642172523961	music,0.04011359602413916	royalty,0.0397586084487043	sports,0.021299254526091587	cricket,0.010649627263045794	military,0.007809726659566915	church/royalty,0.004969826056088037
Ine_of_Wessex	church/royalty,0.7128263337116912	family,0.14188422247446084	royalty,0.05448354143019296	politics,0.03348467650397276	literature,0.014188422247446084	military,0.011350737797956867	sports,0.00851305334846765	explorers,0.00851305334846765	cricket,0.007945516458569807	music,0.00681044267877412
Ion_Heliade_Rădulescu	church/royalty,0.37695555003724857	literature,0.25726347156692325	family,0.23888750931214303	politics,0.0685373727340452	royalty,0.02011422895455674	military,0.015644400297988578	music,0.008443009684628756	sports,0.005959771542090887	explorers,0.005463123913583313	cricket,0.0027315619567916563
Isaac_Brock	explorers,0.3072215422276622	family,0.2995716034271726	military,0.18727050183598531	politics,0.08231334149326805	royalty,0.042839657282741736	sports,0.029987760097919217	literature,0.018665850673194616	church/royalty,0.015299877600979192	cricket,0.01193390452876377	music,0.004895960832313341
Isaac_Shelby	politics,0.45546339704291383	family,0.18968626036783268	explorers,0.16372160115398485	military,0.10998918139199423	royalty,0.03930760908763072	music,0.009015506671474938	literature,0.00865488640461594	cricket,0.00865488640461594	sports,0.007933645870897944	church/royalty,0.007573025604038947
Issy_Smith	military,0.3872491145218418	family,0.1936245572609209	explorers,0.1334120425029516	royalty,0.05785123966942149	literature,0.05548996458087367	sports,0.05430932703659976	politics,0.0448642266824085	cricket,0.030696576151121605	church/royalty,0.025974025974025976	music,0.01652892561983471
Ivan_Alexander_of_Bulgaria	church/royalty,0.7083647324792766	family,0.1439336850037679	royalty,0.04672192916352675	literature,0.027882441597588545	politics,0.027128862094951016	military,0.014318010550113038	music,0.00904295403165034	sports,0.007535795026375283	explorers,0.007535795026375283	cricket,0.007535795026375283
Ivan_Bagramyan	military,0.6987757731958762	family,0.20070876288659795	church/royalty,0.03125	explorers,0.022873711340206184	politics,0.01836340206185567	literature,0.010631443298969073	sports,0.0067654639175257734	music,0.004832474226804124	cricket,0.0032216494845360823	royalty,0.002577319587628866
J._C._W._Beckham	politics,0.7723240685984625	family,0.13956238911886457	sports,0.026611472501478415	military,0.014192785334121822	royalty,0.011235955056179775	cricket,0.010053222945002957	church/royalty,0.00827912477823773	literature,0.0059136605558840925	explorers,0.0059136605558840925	music,0.0059136605558840925
J._R._Richard	sports,0.7666335650446872	family,0.11618669314796425	cricket,0.06521019529956967	politics,0.013240648791790799	explorers,0.010592519033432638	literature,0.00893743793445879	music,0.005958291956305859	royalty,0.005958291956305859	church/royalty,0.005296259516716319	military,0.0019860973187686196
Jack_Marsh	cricket,0.6319668355596499	family,0.20451404882542606	politics,0.04790419161676647	sports,0.03178258866881621	literature,0.023952095808383235	royalty,0.015200368493781667	explorers,0.014739751266697375	military,0.011054813450023031	music,0.010594196222938737	church/royalty,0.008291110087517274
Jack_Sheppard	family,0.31975199291408324	explorers,0.2674933569530558	literature,0.1970770593445527	royalty,0.09920283436669619	music,0.033215234720992026	sports,0.027900797165633304	cricket,0.027015057573073518	politics,0.011957484499557131	military,0.010186005314437556	church/royalty,0.006200177147918512
Jack_Warner	literature,0.4378531073446328	family,0.2699024139702106	politics,0.10400616332819723	music,0.05213148433487417	sports,0.04031843862352337	military,0.03903441191576785	explorers,0.02645095017976374	royalty,0.019003595274781716	cricket,0.006933744221879815	church/royalty,0.004365690806368772
Jacques_Plante	sports,0.6967567567567567	family,0.16594594594594594	literature,0.04756756756756757	explorers,0.01783783783783784	politics,0.015675675675675675	cricket,0.014594594594594595	military,0.012972972972972972	church/royalty,0.010810810810810811	royalty,0.00972972972972973	music,0.008108108108108109
James_B._McCreary	politics,0.7655813953488372	family,0.11953488372093023	military,0.04744186046511628	literature,0.013953488372093023	sports,0.013023255813953489	church/royalty,0.008837209302325582	explorers,0.008372093023255815	cricket,0.008372093023255815	music,0.007906976744186046	royalty,0.0069767441860465115
James_Bowie	explorers,0.5554823839315114	family,0.21830754033585775	politics,0.06651300625617386	military,0.04774448468883767	literature,0.03984194929206454	royalty,0.02765887388870596	sports,0.02074415541652947	church/royalty,0.0135001646361541	music,0.006256173855778729	cricket,0.003951267698386566
James_G._Blaine	politics,0.6602112676056338	family,0.21875	royalty,0.028609154929577465	explorers,0.027288732394366196	literature,0.02464788732394366	church/royalty,0.016065140845070422	military,0.011883802816901408	sports,0.006382042253521127	cricket,0.0035211267605633804	music,0.002640845070422535
James_Garrard	politics,0.7133220910623946	family,0.16964586846543	royalty,0.0418212478920742	explorers,0.019561551433389546	military,0.012141652613827993	literature,0.011129848229342328	church/royalty,0.009780775716694773	sports,0.009106239460370995	music,0.00775716694772344	cricket,0.005733558178752108
James_II_of_England	royalty,0.6159651669085632	family,0.20174165457184326	politics,0.055152394775036286	military,0.03134978229317852	literature,0.031059506531204643	church/royalty,0.02583454281567489	explorers,0.022060957910014514	cricket,0.008127721335268505	music,0.0049346879535558785	sports,0.0037735849056603774
James_Joyce	literature,0.4459669884771099	family,0.3073808782310807	royalty,0.08190594830270943	explorers,0.050451572718779196	church/royalty,0.033634381812519466	politics,0.026160074743070694	music,0.024602927436935533	sports,0.01494861413889754	military,0.011522890065400186	cricket,0.003425724073497353
James_Nesbitt	literature,0.4703703703703704	family,0.24672364672364672	music,0.08717948717948718	sports,0.07464387464387465	military,0.028205128205128206	royalty,0.02678062678062678	politics,0.02621082621082621	cricket,0.022222222222222223	explorers,0.010826210826210826	church/royalty,0.006837606837606838
James_Newland	military,0.8472949389179756	family,0.04537521815008726	royalty,0.027050610820244327	cricket,0.019197207678883072	sports,0.012216404886561954	music,0.012216404886561954	literature,0.010471204188481676	explorers,0.010471204188481676	church/royalty,0.010471204188481676	politics,0.005235602094240838
James_Robert_Baker	literature,0.4810126582278481	family,0.2927215189873418	music,0.08702531645569621	politics,0.03955696202531646	military,0.030854430379746837	sports,0.01740506329113924	explorers,0.01661392405063291	cricket,0.014240506329113924	church/royalty,0.011867088607594937	royalty,0.00870253164556962
James_Russell_Lowell	literature,0.4798261949099938	family,0.297951582867784	politics,0.08535071384233395	royalty,0.07076350093109869	sports,0.01893234016139044	explorers,0.014276846679081317	music,0.0111731843575419	church/royalty,0.008690254500310366	cricket,0.007138423339540658	military,0.005896958410924891
James_Thomas_Aubrey,_Jr.	literature,0.38254868129159475	family,0.3546955878728124	politics,0.10253882178949963	sports,0.07493221592309589	military,0.02834606852353956	music,0.02563470544737491	explorers,0.012817352723687454	cricket,0.00813408922849396	royalty,0.006655163914222332	church/royalty,0.003697313285679073
